,GSM3690866_G13_htseq,GSM3690863_G10_htseq,GSM3690855_G05_htseq,GSM3690867_G14_htseq,GSM3690857_G07_htseq,GSM3690868_G09_htseq,GSM3690864_G11_htseq,GSM3690852_G03_htseq,GSM3690851_G01_htseq,GSM3690865_G12_htseq,GSM3690858_G04_htseq,GSM3690856_G06_htseq
1700095B22Rik,0,1,0,0,0,0,0,0,0,0,0,10
1700096J18Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700096K18Rik,0,20,0,0,3,0,3,2,1,0,0,1
1700097N02Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700100L14Rik,0,11,0,0,0,0,0,0,0,0,0,0
1700101E01Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700101I11Rik,0,0,0,0,0,10,45,0,0,0,0,0
1700101O22Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700102H20Rik,14,0,0,0,0,0,0,0,0,22,0,0
1700102P08Rik,0,33,0,0,0,0,0,0,0,0,0,114
1700104A03Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700105P06Rik,0,17,0,0,0,0,10,0,0,0,0,0
1700106J16Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700108F19Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700108J01Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700109F18Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700109G14Rik,0,15,0,0,0,0,0,0,0,0,0,0
1700109G15Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700109H08Rik,0,30,5,98,0,8,0,0,0,0,0,4
1700109I08Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700110C19Rik,5,0,0,0,0,0,0,0,0,0,0,0
1700110I01Rik,5,1,0,1,0,0,2,0,0,2,4,5
1700110K17Rik,6,0,0,0,0,0,0,0,0,0,0,0
1700110M21Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700111N16Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700112E06Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700112H15Rik,0,0,0,0,0,0,0,0,1,0,0,0
1700112J05Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700113A16Rik,297,173,522,1,0,49,191,25,67,12,170,118
1700113H08Rik,0,2,0,0,0,0,0,0,0,0,0,0
1700119H24Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700120C14Rik,0,1,0,0,0,0,0,0,0,7,0,0
1700120E14Rik,54,0,0,494,0,0,0,21,0,0,0,62
1700120G07Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700120K04Rik,0,0,0,0,0,0,12,0,0,23,0,0
1700121L16Rik,0,0,0,0,0,0,0,0,7,0,0,4
1700121N20Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700122O11Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700123I01Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700123K08Rik,16,0,0,0,0,0,0,0,0,0,0,0
1700123L14Rik,107,0,0,0,0,12,18,0,0,0,0,271
1700123M08Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700123O12Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700123O20Rik,317,82,0,0,0,235,260,68,0,75,0,0
1700123O21Rik,0,0,0,0,0,0,6,0,0,0,0,0
1700125G02Rik,0,8,3,0,0,0,0,0,4,0,0,5
1700125G22Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700125H03Rik,0,0,0,1,0,0,0,0,0,0,0,0
1700125H20Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700126H18Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700128A07Rik,0,23,0,0,0,0,0,0,0,0,0,0
1700128F08Rik,132,115,15,6,49,60,65,26,100,110,243,175
1700129C05Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810006J02Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810007C17Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810007D17Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810007I06Rik,0,1,0,0,0,0,1,0,0,1,0,2
1810008I18Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810009A15Rik,317,125,1,2,339,30,444,1,238,65,234,222
1810009J06Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810010D01Rik,0,2,0,0,0,0,0,0,0,0,0,0
1810010H24Rik,71,11,0,0,6,46,92,44,0,0,0,1
1810011H11Rik,0,0,0,0,0,111,0,0,0,0,0,0
1810011O10Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810012K16Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810013A23Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810013D10Rik,395,0,0,1,636,1,145,24,118,99,0,26
1810013L24Rik,320,77,88,366,51,46,5,232,267,41,683,5
1810014B01Rik,58,33,0,1,0,2,121,31,10,1,9,7
1810018F18Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810019D21Rik,0,2,0,0,0,0,0,0,0,0,2,0
1810019J16Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810020O05Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810021B22Rik,0,0,0,0,0,0,0,0,0,32,45,0
1810022K09Rik,144,207,22,372,82,115,502,90,323,257,148,153
1810024B03Rik,138,0,0,0,0,0,0,0,0,0,0,9
1810026B05Rik,114,77,0,2,37,1,160,23,85,57,7,267
1810026J23Rik,1427,1200,913,6,201,527,1731,169,481,1027,1373,583
1810030O07Rik,280,352,55,168,74,259,584,45,35,282,300,468
1810032O08Rik,310,80,0,0,30,315,57,4,177,68,0,122
1810033B17Rik,7,0,0,0,0,0,0,0,0,0,0,0
1810034E14Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810035I16Rik,11,11,7,2,16,4,3,2,6,12,21,17
1810037I17Rik,426,102,362,244,179,17,295,0,122,100,79,137
1810041L15Rik,563,352,31,10,292,94,391,106,59,833,725,698
1810043G02Rik,436,333,0,1,437,6,1097,102,521,238,725,129
1810043H04Rik,144,110,0,76,145,70,179,24,216,182,103,119
1810044D09Rik,0,0,0,0,0,4,24,0,0,0,0,0
1810046K07Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810053B23Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810055G02Rik,159,6,4,0,40,156,404,8,0,440,0,0
1810058I24Rik,235,155,0,569,112,87,397,179,263,137,284,536
1810062G17Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810062O18Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810064F22Rik,16,5,5,2,21,1,13,3,9,4,16,20
1810065E05Rik,0,0,0,0,0,0,0,0,0,0,0,0
2010001E11Rik,0,8,0,0,0,0,0,0,0,0,0,26
2010001M06Rik,0,0,0,0,97,0,0,0,0,0,0,0
2010002M12Rik,13,23,6,1,3,7,19,3,14,15,29,73
2010003K11Rik,0,0,0,0,0,0,0,0,0,0,0,0
2010003O02Rik,17,15,0,22,38,30,18,0,27,29,0,30
2010005H15Rik,0,0,0,0,0,0,0,0,0,0,0,0
2010009K17Rik,0,5,0,0,0,0,0,11,0,1,0,5
2010010A06Rik,0,12,0,0,0,0,0,0,0,0,0,0
2010012O05Rik,371,380,20,78,621,223,1108,119,88,315,860,209
2010015L04Rik,390,180,1,1,12,180,379,67,520,189,344,720
2010016I18Rik,0,0,0,0,0,0,0,0,0,0,0,0
2010106C02Rik,0,5,0,0,0,2,0,0,0,2,0,0
2010106E10Rik,0,0,0,0,0,0,0,0,0,0,0,0
2010107E04Rik,868,316,685,324,637,228,1205,122,888,440,478,235
2010107G12Rik,0,4,0,0,0,0,1,0,0,0,0,0
2010107G23Rik,362,274,762,26,30,194,272,47,477,271,0,719
2010109A12Rik,0,0,0,0,0,3,0,0,0,0,0,0
2010109I03Rik,69,92,53,45,144,34,43,9,50,90,215,176
2010111I01Rik,56,245,0,0,0,19,137,67,230,103,0,70
2010204K13Rik,394,168,0,226,1011,0,549,0,21,85,7,41
2010300C02Rik,1973,2232,110,774,1209,2210,3296,157,1665,1435,1330,2034
2010308F09Rik,0,0,0,0,0,0,0,0,0,0,0,0
2010310C07Rik,0,0,0,0,0,0,0,0,0,0,0,0
2010315B03Rik,75,525,44,16,31,30,136,63,137,382,154,296
2010320M18Rik,0,0,0,0,0,0,0,0,0,1,0,0
2200002D01Rik,4,1,0,0,0,3,1,1,0,4,0,0
2200002J24Rik,0,0,0,0,0,0,0,0,0,0,0,0
2210010C04Rik,1,1,0,0,0,0,0,0,0,1,0,1
2210013O21Rik,373,120,187,405,0,52,536,60,787,162,269,52
2210015D19Rik,26,174,0,0,733,34,142,24,0,14,0,150
2210016F16Rik,231,108,110,0,0,37,326,4,0,240,73,57
2210016L21Rik,1168,610,309,48,6,327,1370,84,370,319,200,1001
2210018M11Rik,207,934,3,8,3,456,954,19,185,111,343,158
2210019I11Rik,0,0,0,0,0,0,0,0,0,0,0,0
2210039B01Rik,111,105,14,8,20,32,40,7,12,42,85,100
2210404J11Rik,47,36,0,0,0,0,0,0,0,0,8,18
2210404O07Rik,0,0,0,0,0,0,0,0,0,0,0,0
2210404O09Rik,25,82,0,0,0,241,33,0,0,74,0,51
2210407C18Rik,0,0,0,0,0,0,0,0,0,0,0,0
2210408F21Rik,370,222,42,430,27,19,215,29,98,359,40,500
2210408I21Rik,14,127,57,2,368,8,94,4,0,68,0,465
2210409D07Rik,0,0,0,0,0,0,0,0,0,0,0,0
2210409E12Rik,0,15,0,0,0,0,0,0,0,0,0,0
2210414B05Rik,12,0,0,0,0,0,0,0,0,0,0,0
2210416O15Rik,0,0,0,0,0,0,0,0,29,0,0,1
2210417A02Rik,0,0,0,0,0,0,0,0,0,0,0,0
2210417K05Rik,0,5,0,0,0,13,29,0,0,15,0,0
2210420H20Rik,2,3,0,0,0,0,4,0,1,1,5,4
2300002M23Rik,0,0,0,0,0,0,0,0,0,0,0,0
2300003K06Rik,0,0,0,0,0,0,0,0,0,0,0,0
2300005B03Rik,0,0,0,0,0,77,0,0,0,0,0,0
2300009A05Rik,76,135,55,114,116,53,35,66,277,22,1,34
2310001H17Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310001K24Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310002D06Rik,0,0,0,0,0,0,0,0,0,0,3,0
2310002F09Rik,0,0,0,0,0,0,0,1,0,0,0,0
2310002J15Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310002L09Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310003H01Rik,247,183,0,8,59,178,0,10,0,122,1022,3
2310005A03Rik,1,2,12,42,1,0,6,1,0,1,4,4
2310005E17Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310005G13Rik,0,0,2,0,0,0,0,0,0,0,0,2
2310007B03Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310007L24Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310008H04Rik,232,0,0,0,1,0,528,14,0,98,0,54
2310008H09Rik,740,481,21,606,38,343,637,246,234,948,332,437
2310008N11Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310009A05Rik,115,39,3,20,0,21,42,0,8,45,0,42
2310009B15Rik,0,38,0,58,37,0,49,23,109,0,0,64
2310010J17Rik,0,0,0,0,0,1,0,0,0,1,0,0
2310010M20Rik,57,44,25,40,56,39,33,13,40,59,98,115
2310011J03Rik,553,272,6,119,897,1,705,1,150,129,131,0
2310014F07Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310014L17Rik,7,17,6,3,9,10,23,12,11,232,27,31
2310015A10Rik,0,0,0,0,0,0,0,0,0,1,0,0
2310015B20Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310015D24Rik,0,0,0,0,0,0,2,0,1,0,0,0
2310016D03Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310020H05Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310022A10Rik,276,70,1,1,0,17,248,53,108,131,156,7
2310022B05Rik,278,132,0,0,0,48,243,60,193,170,0,1
2310030A07Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310030G06Rik,0,51,0,0,0,0,0,0,0,0,0,0
2310033P09Rik,167,96,4,0,1,97,339,93,10,43,0,0
2310034C09Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310034G01Rik,14,0,0,0,0,0,40,0,0,0,0,0
2310034O05Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310035C23Rik,785,714,92,4,208,139,1393,145,340,378,933,427
2310036O22Rik,111,197,171,72,667,6,64,69,296,52,220,175
2310039H08Rik,38,46,0,0,236,56,178,13,0,0,42,76
2310039L15Rik,136,180,102,9,45,142,100,22,48,130,269,288
2310040G24Rik,0,0,0,0,0,0,1,0,0,0,0,0
2310042D19Rik,14,4,0,0,0,76,78,0,161,75,423,0
2310042E22Rik,0,0,0,0,0,0,0,0,9,0,0,0
2310043L19Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310043O21Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310044G17Rik,337,568,506,133,942,504,1018,59,73,1011,745,776
2310045N01Rik,148,68,0,0,192,0,133,0,67,137,0,6
2310047M10Rik,129,348,4,0,6,0,137,94,349,51,0,0
2310050B05Rik,0,2,0,0,0,0,0,0,0,0,0,0
2310050C09Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310057J18Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310057M21Rik,165,217,0,1,259,24,343,141,274,34,0,44
2310057N15Rik,0,1,0,0,0,0,0,0,0,0,2,0
2310061I04Rik,249,361,190,271,2,5,344,42,158,0,13,693
2310061J03Rik,0,0,0,0,0,0,27,0,0,0,0,72
2310061N02Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310065F04Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310067B10Rik,142,498,6,2,453,299,155,130,918,272,371,294
2310068J16Rik,0,0,0,0,0,0,2,0,0,2,0,0
2310069B03Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310069G16Rik,145,40,0,0,0,43,240,14,0,0,69,0
2310079G19Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310081J21Rik,0,0,0,0,0,0,0,0,0,0,0,0
2410002F23Rik,561,498,40,2,267,269,1185,138,255,734,578,501
2410003L11Rik,51,0,0,0,0,0,0,0,0,0,0,0
2410004B18Rik,282,113,1,6,4,127,445,54,223,60,283,149
2410004I01Rik,0,0,0,0,0,0,0,0,0,0,0,0
2410004N09Rik,42,29,140,16,130,30,113,16,43,34,195,89
2410004P03Rik,7,30,7,0,0,3,0,12,11,11,5,20
2410006H16Rik,254,70,166,143,29,32,152,136,90,105,80,48
2410007B07Rik,15,6,0,0,0,8,4,0,0,1,0,4
2410012E07Rik,1,8,0,2,0,2,0,0,0,5,5,3
2410012M07Rik,0,0,0,0,0,0,0,0,0,0,0,0
2410015M20Rik,387,131,0,70,635,20,501,39,36,99,315,79
2410016O06Rik,8,127,0,0,0,1,332,0,0,123,0,53
2410017I17Rik,0,0,0,0,0,0,0,0,0,0,0,0
2410018L13Rik,4,72,2,1,0,2,152,0,49,3,167,2
2410018M08Rik,0,1,1,1,1,0,0,0,2,0,1,133
2410021H03Rik,6,6,0,0,0,3,5,4,0,10,16,3
2410057H14Rik,0,0,0,0,0,0,0,0,0,0,0,0
2410066E13Rik,3,56,0,0,126,1,332,0,0,0,0,0
2410076I21Rik,21,15,18,0,0,0,0,0,0,0,8,87
2410088K16Rik,10,0,0,0,1,0,0,0,3,1,0,0
2410089E03Rik,685,760,1088,1,153,180,135,130,39,353,769,1852
2410114N07Rik,1,11,3,10,8,7,2,4,10,3,5,8
2410124H12Rik,0,0,0,0,0,0,0,0,0,0,0,0
2410127L17Rik,0,69,3,1,90,128,24,1,0,90,0,46
2410131K14Rik,9,594,181,0,0,19,147,189,924,194,1,1
2410137F16Rik,72,82,0,0,0,0,103,59,0,42,3,15
2410137M14Rik,0,0,0,0,0,0,0,0,0,0,0,0
2410141K09Rik,1,0,0,0,0,0,0,0,0,0,0,1
2500004C02Rik,470,77,31,44,143,63,103,26,92,59,203,370
2510002D24Rik,311,419,3,43,135,139,472,32,441,308,53,264
2510003D18Rik,0,0,0,0,0,0,0,0,0,0,0,0
2510003E04Rik,643,1018,1688,28,724,76,1408,163,1002,459,8,558
2510009E07Rik,360,15,1,50,36,4,395,112,54,109,718,0
2510039O18Rik,111,68,5,253,2,9,31,24,38,31,381,0
2510049J12Rik,1,1,0,1,48,4,2,2,6,0,3,126
2600006L11Rik,0,0,0,0,0,0,0,0,3,0,0,0
2610001J05Rik,420,255,125,738,644,130,699,1,348,308,9,67
2610002J02Rik,395,117,1,1,1,0,144,16,0,195,0,0
2610002M06Rik,227,95,3,32,378,0,286,24,174,15,2,467
2610005L07Rik,1130,1345,103,358,102,901,1097,44,200,1635,2075,2561
2610008E11Rik,769,512,12,1,0,314,466,35,41,391,358,272
2610015P09Rik,22,111,2,0,37,21,151,0,188,0,422,430
2610016A17Rik,0,0,0,0,0,0,0,0,0,0,0,0
2610017I09Rik,58,16,0,0,182,3,37,0,1,32,0,0
2610018G03Rik,17,87,0,0,0,3,0,0,0,129,0,0
2610019E17Rik,12,24,67,12,0,15,45,27,0,9,0,28
2610019F03Rik,108,467,14,12,720,89,106,53,0,454,30,241
2610020C07Rik,0,66,0,0,0,14,0,0,0,0,0,0
2610020H08Rik,0,12,0,0,0,0,0,0,0,0,0,9
2610027K06Rik,0,2,0,0,0,0,0,0,0,0,0,0
2610028E06Rik,5,1,23,0,0,0,1,0,5,0,5,4
2610028H24Rik,0,0,0,0,0,0,0,0,0,0,0,0
2610034B18Rik,28,126,0,4,24,0,143,0,0,0,8,0
2610034M16Rik,0,0,0,0,0,0,0,2,0,0,0,0
2610035D17Rik,431,331,1,0,0,2,167,16,0,22,0,125
2610035F20Rik,0,0,0,0,0,0,0,0,0,0,0,0
2610037D02Rik,17,10,2,0,2,1,2,0,1,1,15,36
2610044O15Rik8,516,204,0,3,0,55,62,0,111,185,160,1101
2610100L16Rik,0,2,0,0,2,0,0,28,0,0,0,0
2610203C20Rik,0,0,0,1,0,0,0,0,0,1,0,0
2610203C22Rik,0,0,0,0,20,124,0,0,20,0,0,0
2610204G22Rik,0,0,0,0,70,0,24,0,0,0,0,0
2610206C17Rik,0,0,0,12,0,0,1,0,0,0,0,4
2610301B20Rik,305,475,19,397,584,527,2336,63,762,356,173,587
2610301G19Rik,627,763,0,266,592,101,1183,0,245,329,11,487
2610305D13Rik,0,2,0,0,0,0,0,0,0,0,0,0
2610306M01Rik,71,59,0,0,0,0,494,0,0,0,0,0
2610307P16Rik,1,0,0,0,0,0,0,0,1,0,0,0
2610316D01Rik,2,0,0,0,2,0,17,0,0,0,0,64
2610318N02Rik,0,72,0,0,0,0,0,0,0,0,0,0
2610507B11Rik,2230,811,1,518,209,717,1885,84,811,1234,614,1271
2610507I01Rik,148,241,31,10,55,66,305,16,65,100,120,215
2610524H06Rik,552,345,50,3,0,58,174,42,6,119,199,409
2610528A11Rik,0,0,0,0,0,0,0,0,0,0,0,0
2610528J11Rik,0,0,0,0,0,0,0,0,0,0,0,0
2700029M09Rik,190,196,274,52,0,142,531,92,311,105,72,2
2700038G22Rik,96,55,0,5,5,4,108,0,7,5,5,13
2700046A07Rik,0,0,0,0,0,0,0,0,0,0,0,0
2700046G09Rik,0,0,7,1,0,0,89,0,0,0,0,0
2700049A03Rik,67,99,0,0,5,0,73,1,0,1,11,0
2700050L05Rik,270,774,40,144,474,230,115,2,435,22,332,296
2700054A10Rik,38,126,0,1,3,12,7,1,5,38,9,19
2700060E02Rik,736,1257,62,562,879,628,1701,141,620,486,5,295
2700062C07Rik,65,97,421,0,657,53,402,4,247,220,481,32
2700069I18Rik,2,1,0,0,0,3,2,0,13,6,11,21
2700070H01Rik,28,28,10,23,6,12,15,8,14,28,38,54
2700081L22Rik,0,0,0,0,0,0,0,0,0,0,0,0
2700081O15Rik,61,325,2,0,13,66,30,241,149,24,0,2
2700086A05Rik,0,0,0,0,0,0,0,0,0,0,0,0
2700089E24Rik,1797,509,274,93,26,395,2325,180,1143,248,360,1429
2700089I24Rik,8,5,1,2,7,4,1,5,3,1,4,7
2700094K13Rik,53,41,108,0,1,83,105,0,139,8,0,0
2700097O09Rik,173,2,5,2,274,2,13,38,173,44,0,365
2700099C18Rik,49,14,1,2,0,0,26,0,0,31,0,0
2810001G20Rik,6,90,0,4,0,2,323,78,2,85,0,243
2810002D19Rik,10,0,0,1,0,131,315,0,29,20,141,0
2810004N23Rik,16,156,3,2,0,53,110,31,0,9,93,264
2810006K23Rik,74,42,18,27,21,61,247,7,24,196,35,92
2810007J24Rik,0,0,0,0,0,0,0,0,0,0,0,0
2810008D09Rik,222,137,341,0,0,114,176,80,287,73,134,552
2810011L19Rik,142,153,0,1,0,20,200,130,561,153,6,4
2810013P06Rik,271,252,14,394,0,3,295,35,122,304,8,2
2810021J22Rik,12,27,0,5,0,0,288,2,5,10,4,29
2810025M15Rik,323,186,1,2,1186,57,543,65,20,130,0,0
2810029C07Rik,98,184,0,0,0,147,713,0,1,16,0,66
2810032G03Rik,0,22,0,0,1,0,186,0,0,0,0,102
2810047C21Rik1,0,0,31,0,7,0,0,0,0,0,0,0
2810049E08Rik,6,40,0,0,0,0,0,0,0,4,0,0
2810055G20Rik,27,0,0,1,0,1,35,1,0,22,0,0
2810403A07Rik,1260,1963,77,2,46,501,696,366,132,892,429,2197
2810403D21Rik,4,4,0,0,0,2,0,0,3,0,0,0
2810404M03Rik,0,0,0,0,0,0,0,0,0,0,0,0
2810405F15Rik,0,0,0,0,0,0,0,0,0,0,0,1
2810407C02Rik,705,438,3,31,100,715,1228,92,118,181,184,197
2810408A11Rik,0,0,0,0,0,0,0,0,0,0,0,13
2810408I11Rik,0,0,0,0,0,8,63,0,0,0,0,0
2810408M09Rik,184,17,6,2,13,4,25,37,282,124,83,53
2810410L24Rik,1,25,0,0,0,0,0,0,34,0,0,0
2810417H13Rik,23,7,5,15,13,41,3,1,11,7,216,103
2810428I15Rik,494,309,1,167,603,113,701,3,166,165,134,97
2810429I04Rik,77,0,0,1,0,15,0,0,0,1,0,0
2810433D01Rik,0,0,1,0,0,0,0,4,13,0,0,1
2810442I21Rik,9,10,58,41,29,10,8,9,29,28,15,19
2810442N19Rik,0,0,0,0,0,0,0,15,0,0,0,30
2810454H06Rik,0,5,0,0,0,0,5,6,0,11,0,0
2810459M11Rik,0,118,0,0,93,0,0,0,0,0,0,0
2810468N07Rik,0,35,0,4,0,0,0,0,0,0,0,0
2810471M01Rik,0,1,0,2,2,1,2,0,1,2,8,7
2810474O19Rik,46,474,1,140,294,16,138,8,55,125,662,497
2900002K06Rik,13,0,0,0,0,0,0,0,0,0,0,0
2900005J15Rik,1,79,0,0,0,0,0,1,0,0,0,0
2900008C10Rik,28,25,0,0,0,0,25,0,0,31,65,5
2900009J06Rik,0,12,0,0,0,8,0,0,0,1,0,0
2900011O08Rik,757,2468,93,22,867,39,3706,14,463,421,37,789
2900026A02Rik,124,93,2,2,0,1,3,12,260,22,218,40
2900041M22Rik,0,0,0,0,0,0,0,0,0,0,0,0
2900052N01Rik,0,0,0,49,1,0,101,6,0,129,0,31
2900055J20Rik,1063,1000,50,224,243,910,1229,56,426,876,369,1163
2900056M20Rik,874,374,631,8,523,165,2022,1,114,360,142,90
2900057B20Rik,0,0,0,0,0,0,0,0,0,0,0,0
2900060B14Rik,216,93,389,684,397,158,178,75,852,285,165,171
2900076A07Rik,115,72,0,0,6,48,64,59,91,73,20,27
2900079G21Rik,29,43,16,9,0,12,99,12,86,4,8,30
2900092C05Rik,0,0,0,0,0,0,0,0,0,0,0,0
2900092D14Rik,50,175,9,37,8,10,143,7,35,17,12,19
2900093L17Rik,0,0,0,0,0,0,0,0,0,0,0,22
2900097C17Rik,7407,7487,657,1955,3753,2821,13670,839,2619,2957,2509,3971
3000002C10Rik,74,102,0,0,4,1,21,0,209,7,1,12
3010001F23Rik,287,4,0,0,0,0,33,0,15,2,0,38
3010026O09Rik,229,12,0,0,0,176,396,10,0,13,0,199
3100003L05Rik,0,0,0,0,0,0,0,0,0,0,0,0
3110001D03Rik,347,121,78,7,197,50,313,0,551,81,268,0
3110001I22Rik,8,139,0,1,0,158,0,20,0,1,0,0
3110002H16Rik,214,165,0,0,1924,391,321,7,342,2,0,551
3110007F17Rik,0,0,0,0,0,0,0,0,0,0,0,0
3110009E18Rik,0,38,0,66,128,0,15,1,0,1,307,0
3110009F21Rik,0,0,0,0,0,0,0,0,0,0,0,0
3110015C05Rik,1,0,0,0,1,0,0,1,1,1,6,2
3110021A11Rik,35,0,0,0,0,0,9,0,0,0,0,0
3110021N24Rik,57,112,0,25,0,49,81,2,0,55,62,132
3110035E14Rik,277,442,63,5,6,60,6,4,195,5,2,18
3110039I08Rik,0,0,0,0,0,0,0,0,0,0,0,0
3110039M20Rik,23,7,0,12,0,0,109,13,0,0,0,0
3110040N11Rik,82,97,0,318,0,130,197,0,0,1,0,110
3110043O21Rik,24,478,1,0,1,0,433,76,33,152,191,191
3110045C21Rik,0,0,0,0,0,0,0,0,0,0,0,0
3110047P20Rik,501,218,4,48,1,0,387,0,0,9,0,0
3110052M02Rik,83,25,0,0,1,31,238,4,45,25,6,25
3110056K07Rik,17,101,33,0,327,3,37,2,0,42,380,168
3110057O12Rik,35,74,0,0,203,2,4,0,0,19,14,0
3110062M04Rik,21,45,0,0,5,21,32,0,78,20,1,162
3110070M22Rik,4,9,0,0,0,2,0,3,0,0,0,5
3110079O15Rik,0,0,0,0,0,0,0,0,0,0,0,0
3110082I17Rik,249,155,45,2,201,19,202,4,270,91,25,6
3110082J24Rik,0,0,0,0,0,0,0,0,0,0,0,0
3110099E03Rik,0,0,0,0,0,0,0,0,0,0,0,0
3200001D21Rik,42,1,0,0,0,1,0,0,0,64,3,1
3230401D17Rik,194,289,0,0,256,240,250,54,682,200,0,364
3300002I08Rik,9,5,190,3,0,15,2,0,2,6,9,140
3300005D01Rik,0,0,0,0,0,0,5,0,0,0,0,0
3425401B19Rik,4,2,2,0,5,4,2,5,1,3,5,5
3632451O06Rik,2,0,8,0,1,0,0,0,0,0,0,1
3632454L22Rik,2,6,0,5,1,2,0,1,25,4,13,8
3830403N18Rik,0,0,0,0,0,0,0,0,0,0,10,0
3830406C13Rik,219,198,0,0,11,66,149,0,8,0,52,7
3830408C21Rik,0,0,0,0,0,0,56,0,0,0,0,0
3830417A13Rik,0,0,0,0,0,0,0,0,0,0,0,0
3930402G23Rik,0,0,0,0,0,0,0,0,0,0,0,0
4430402I18Rik,14,5,0,0,0,0,175,0,0,2,0,0
4632415K11Rik,0,0,0,3,0,0,0,0,0,15,0,22
4632415L05Rik,140,336,1,311,312,28,99,42,74,589,15,463
4632427E13Rik,351,318,1,0,0,85,506,0,0,203,275,1146
4632428C04Rik,12,0,0,0,0,0,0,1,2,0,0,0
4632428N05Rik,0,0,0,0,0,114,0,0,22,0,14,0
4632434I11Rik,7,0,0,0,0,0,0,0,0,0,0,0
4732415M23Rik,0,0,0,0,0,0,3,0,0,11,0,0
4732416N19Rik,0,0,0,0,0,0,0,0,0,0,0,0
4732456N10Rik,0,0,0,0,0,0,1,0,0,0,0,0
4732471J01Rik,208,258,0,0,0,4,23,9,0,95,561,261
4732490B19Rik,0,0,0,0,0,0,0,0,65,0,0,0
4732491K20Rik,2,7,0,0,0,0,0,0,14,0,0,0
4831440E17Rik,631,17,1,0,3,1,137,7,1,12,10,24
4833403I15Rik,0,0,0,0,0,0,0,0,0,0,0,0
4833412C05Rik,0,0,0,0,0,0,0,0,0,0,0,0
4833417C18Rik,53,48,2,26,33,39,33,0,2,24,50,53
4833418N02Rik,9,0,0,0,0,0,0,0,0,0,0,0
