,GSM3690854_NG03_htseq,GSM3690874_NG09_htseq,GSM3690872_NG13_htseq,GSM3690862_NG04_htseq,GSM3690870_NG11_htseq,GSM3690873_NG14_htseq,GSM3690871_NG12_htseq,GSM3690860_NG06_htseq,GSM3690853_NG01_htseq,GSM3690861_NG07_htseq,GSM3690859_NG05_htseq,GSM3690869_NG10_htseq
Rgs18,0,0,0,0,0,0,0,0,0,0,0,0
Rgs19,110,318,82,813,525,177,0,435,322,482,131,585
Rgs2,181,513,283,7,175,662,6,0,138,473,2,349
Rgs20,27,316,16,1046,6,34,23,139,65,44,14,19
Rgs22,0,0,0,0,0,0,0,0,0,0,15,17
Rgs3,0,0,0,0,0,0,1,0,1,180,0,63
Rgs4,230,469,173,0,1858,308,15,674,951,177,1733,4197
Rgs5,0,1,0,0,102,0,1,0,0,0,0,0
Rgs6,0,4,0,0,10,0,0,1,11,0,0,49
Rgs7,321,2500,770,3023,1693,620,86,922,282,215,1029,228
Rgs7bp,1603,3359,2295,2010,6837,3913,688,1502,2221,8882,7085,5002
Rgs8,123,678,377,108,867,931,7,765,247,15,1742,4256
Rgs9,258,0,21,1329,432,265,61,231,177,54,367,348
Rgs9bp,11,6,9,14,5,12,5,25,20,11,7,5
Rgsl1,0,0,8,0,0,0,0,0,0,0,0,0
Rhag,22,16,6,3,0,9,5,9,22,7,2,3
Rhbdd1,0,0,19,0,0,242,0,6,1,0,0,0
Rhbdd2,317,472,297,217,827,244,72,122,249,1071,2144,976
Rhbdd3,0,1,201,732,32,143,120,351,271,345,0,584
Rhbdf1,363,0,83,0,426,33,2,0,0,0,0,271
Rhbdf2,0,0,0,0,0,0,0,0,0,0,0,0
Rhbdl1,69,117,84,4,153,314,3,322,81,413,49,260
Rhbdl2,37,42,26,31,11,35,6,42,96,16,23,14
Rhbdl3,114,5,7,5,30,8,2,77,7,3,181,4
Rhbg,0,0,0,0,0,0,0,0,0,0,0,0
Rhcg,0,0,0,0,0,0,0,82,0,0,0,0
Rhd,0,0,0,0,0,0,0,0,0,0,0,0
Rheb,414,12,766,737,1932,1525,12,867,905,2752,777,1603
Rhebl1,19,0,90,0,108,28,0,0,0,0,0,88
Rhno1,0,0,356,715,113,174,0,296,333,524,0,165
Rho,0,0,0,0,0,0,0,0,0,0,0,0
Rhoa,230,2227,581,1454,2444,1121,175,998,1252,2853,618,915
Rhob,252,460,482,495,660,1017,352,730,1001,699,1493,511
Rhobtb1,1,30,0,0,0,0,1,0,1,0,0,2
Rhobtb2,218,175,476,1267,252,225,354,804,891,474,602,423
Rhobtb3,0,1,15,0,242,3,0,5,3,242,0,56
Rhoc,0,0,1,0,0,0,0,56,108,3,5,2
Rhod,0,0,0,0,0,0,0,0,0,0,0,0
Rhof,7,0,383,4,486,247,49,390,453,713,0,1454
Rhog,0,0,0,0,0,0,0,0,216,114,0,0
Rhoh,21,14,13,12,5,19,6,7,21,5,20,9
Rhoj,0,0,0,12,0,0,0,0,1,0,0,0
Rhoq,0,1,0,0,76,48,0,0,170,0,0,250
Rhot1,162,431,390,143,819,1260,223,2,326,276,621,1353
Rhot2,79,1250,705,3,124,838,212,752,537,813,1143,120
Rhou,12,793,38,35,204,139,0,45,338,302,726,75
Rhov,0,0,27,504,151,0,0,0,0,0,0,223
Rhox1,0,0,0,0,0,0,0,0,0,0,0,0
Rhox10,0,0,0,0,0,0,0,0,0,0,0,0
Rhox11,0,0,0,0,0,0,0,0,0,0,0,0
Rhox12,0,0,0,0,0,0,0,0,0,0,0,0
Rhox13,0,0,0,0,0,0,0,0,0,0,0,0
Rhox2a,0,0,0,0,0,0,0,0,0,0,0,0
Rhox2b,0,0,0,0,0,0,0,0,0,0,0,0
Rhox2c,0,0,0,0,0,0,0,0,0,0,0,0
Rhox2d,0,0,0,0,0,0,0,0,0,0,0,0
Rhox2e,0,0,0,0,0,0,0,0,0,0,0,0
Rhox2f,0,0,0,0,0,0,0,0,0,0,0,0
Rhox2g,0,0,0,0,0,0,0,0,0,0,0,0
Rhox2h,0,0,0,0,0,0,0,0,0,0,0,0
Rhox3a,0,0,0,0,0,0,1,0,0,0,0,0
Rhox3c,0,0,0,0,0,0,0,0,0,0,0,0
Rhox3e,0,0,0,0,0,0,0,0,0,0,0,0
Rhox3f,0,0,0,0,0,0,0,0,0,0,0,0
Rhox3g-ps,0,0,0,0,0,0,0,0,0,0,0,0
Rhox3h,0,0,0,0,0,0,0,0,0,0,0,0
Rhox4a,0,0,0,0,0,0,0,0,0,0,0,0
Rhox4b,0,0,0,0,0,0,0,0,0,0,0,0
Rhox4c,0,0,0,0,0,0,0,0,0,0,0,0
Rhox4d,0,0,0,0,0,0,0,0,0,0,0,0
Rhox4e,0,0,0,0,0,0,0,0,0,0,0,0
Rhox4f,0,0,0,0,0,0,0,0,0,0,0,0
Rhox4g,0,0,0,0,0,0,0,0,0,0,0,0
Rhox5,0,0,0,0,0,0,0,0,0,0,0,0
Rhox6,0,0,0,0,0,0,0,0,0,0,0,0
Rhox7,0,0,0,0,0,0,0,0,0,0,0,0
Rhox8,141,22,16,33,39,42,25,63,32,26,25,22
Rhox9,0,0,0,0,0,0,0,0,0,0,0,0
Rhpn1,0,78,7,0,264,39,0,0,0,0,68,1
Rhpn2,2,0,1,2,1,0,0,4,0,2,1,2
Rian,63,642,270,12,526,439,377,7,411,131,40,1517
Ribc1,0,0,0,0,0,0,0,0,0,0,0,0
Ribc2,0,0,0,0,0,0,0,0,0,0,35,0
Ric3,21,0,599,150,1616,191,12,1129,755,683,0,796
Ric8,514,63,695,3288,861,291,36,1204,227,1508,1502,961
Ric8b,86,77,203,214,551,334,479,1,62,1054,325,900
Rictor,253,96,1063,1661,622,629,22,706,288,745,597,816
Rif1,387,168,284,2,215,445,73,313,143,406,7,330
Riiad1,0,1,0,278,76,59,0,13,56,188,70,0
Rilp,0,0,0,6,0,0,0,0,27,0,0,0
Rilpl1,278,1087,1004,1158,1625,2307,264,299,1123,3248,1756,1153
Rilpl2,6,191,453,964,221,278,1,202,294,1422,8,203
Rimbp2,189,51,266,180,24,168,180,332,75,106,5,382
Rimbp3,0,0,0,0,0,0,0,0,0,0,0,0
Rimkla,15,0,357,0,15,2,0,315,70,0,1,6
Rimklb,45,376,167,0,602,792,7,516,220,474,31,327
Rims1,256,163,549,974,256,328,193,127,259,817,141,248
Rims2,296,102,744,3,1607,306,0,654,454,0,343,787
Rims3,0,0,12,9,0,0,0,0,0,0,0,10
Rims4,0,0,0,0,0,0,0,0,0,14,0,0
Rin1,118,45,68,1463,1399,180,30,15,156,637,190,54
Rin2,22,0,134,0,63,172,0,0,157,681,0,33
Rin3,0,0,0,0,0,0,0,1,0,0,0,0
Ring1,4,8,47,151,13,107,73,513,119,121,119,48
Rinl,0,0,2,0,0,0,0,0,0,2,0,0
Rint1,121,86,466,227,555,98,26,113,68,36,267,429
Riok1,258,1,86,536,56,64,67,185,145,542,225,574
Riok2,117,6,104,27,551,386,0,403,0,40,0,505
Riok3,141,122,337,1304,964,298,62,450,555,156,294,434
Ripk1,32,3,48,1,1,2,0,0,0,6,0,3
Ripk2,8,0,143,0,0,236,2,0,37,0,0,25
Ripk3,0,0,0,0,0,0,0,0,0,0,0,0
Ripk4,0,0,0,0,0,0,0,0,0,0,0,0
Ripply1,0,0,0,0,0,0,0,0,0,0,0,0
Ripply2,4,0,19,0,64,55,3,75,26,12,236,32
Ripply3,93,43,57,91,24,92,34,84,133,41,52,49
Rit1,68,17,269,990,135,290,0,635,117,152,725,659
Rit2,184,16,372,260,2119,586,59,536,875,2279,1670,2091
Rlbp1,0,0,0,0,0,0,0,662,0,0,0,0
Rlf,208,105,507,22,852,1048,175,834,169,124,889,1206
Rlim,146,339,1190,2298,2183,1151,303,534,63,1755,585,1599
Rln1,0,0,0,0,0,59,0,0,0,0,0,0
Rln3,0,0,0,0,0,0,0,0,0,0,0,27
Rltpr,220,54,229,128,151,147,3,114,106,678,7,171
Rmdn1,290,181,481,0,47,178,196,392,235,180,137,439
Rmdn2,0,0,3,0,0,19,2,0,88,437,0,23
Rmdn3,126,1,79,3,335,696,256,4,28,314,1249,602
Rmi1,0,0,0,585,1,93,0,0,221,0,0,257
Rmi2,389,426,435,650,207,715,273,900,358,458,316,312
Rmnd1,1,0,0,0,1,3,2,0,0,3,0,0
Rmnd5a,40,178,639,375,742,582,115,629,669,1005,76,2104
Rmnd5b,229,833,1795,81,1468,899,14,739,301,1231,590,1278
Rmrp,0,0,0,0,0,0,0,0,0,0,0,0
Rmst,0,0,0,0,0,0,0,0,0,12,0,95
Rn4.5s,0,0,0,2,0,0,0,0,0,0,0,0
Rn45s,1725848,5374353,679808,3215206,907455,1219472,1361726,2298008,451220,3800119,3241273,784833
Rnase1,0,0,0,0,0,0,0,0,0,0,0,0
Rnase10,0,0,0,0,0,0,0,0,0,0,0,0
Rnase11,0,0,0,0,0,0,0,0,0,0,0,0
Rnase12,0,0,0,0,0,0,0,0,0,0,0,0
Rnase13,0,0,0,0,0,0,0,0,0,0,0,0
Rnase4,0,1255,144,0,194,65,0,0,105,363,660,197
Rnase6,0,0,0,0,0,0,0,0,0,0,335,0
Rnase9,0,0,0,0,0,0,0,0,0,0,0,0
Rnaseh1,2,3,46,0,248,460,18,37,260,0,0,576
Rnaseh2a,75,53,130,27,367,142,4,1115,253,1051,200,357
Rnaseh2b,26,0,37,0,138,0,1,0,0,6,419,160
Rnaseh2c,166,0,134,6,293,0,2,280,51,646,902,122
Rnasek,616,2038,1623,1876,3058,1912,276,1439,2182,4882,1751,1735
Rnasel,31,10,40,28,24,375,5,79,9,70,648,50
Rnaset2a,0,0,0,0,0,0,0,0,0,0,0,0
Rnaset2b,0,0,0,1,0,0,0,8,5,0,34,8
Rnd1,113,40,41,37,335,220,26,45,143,13,315,33
Rnd2,0,0,52,413,23,46,1,0,0,243,0,114
Rnd3,0,7,0,0,0,0,9,0,4,1,793,644
Rnf10,31,1767,252,15,2346,697,160,176,442,2111,1349,1642
Rnf103,26,5,131,757,37,413,67,21,202,476,0,229
Rnf11,128,38,181,511,495,1196,78,677,605,574,501,1414
Rnf111,0,95,234,401,587,385,26,780,277,424,568,492
Rnf112,3224,1638,7985,2282,5568,3423,1636,5117,2418,4430,3847,5829
Rnf113a1,4,0,141,650,88,0,47,301,146,502,0,200
Rnf113a2,0,1507,50,0,577,15,1,1,0,184,141,719
Rnf114,75,0,870,194,1515,800,3,558,325,1409,179,152
Rnf115,5,7,154,455,134,442,185,150,190,226,162,651
Rnf121,0,0,190,2,504,51,0,2,170,26,158,66
Rnf122,0,0,17,0,4,0,18,290,0,0,0,0
Rnf123,50,0,744,0,355,431,8,515,83,209,0,739
Rnf125,0,0,0,0,0,0,0,0,0,0,0,0
Rnf126,94,99,132,399,165,579,203,254,356,303,1198,206
Rnf128,3,0,192,291,243,324,192,992,146,1397,960,643
Rnf13,0,886,617,614,803,259,386,629,777,643,679,660
Rnf130,35,2,4,1,103,18,128,166,142,230,0,45
Rnf133,0,0,0,0,0,0,0,96,0,0,0,0
Rnf135,0,0,39,0,0,0,0,0,0,0,143,0
Rnf138,0,0,10,44,577,325,0,37,315,441,45,260
Rnf139,52,449,209,41,561,988,255,472,829,215,21,154
Rnf14,147,2519,791,122,3834,2696,487,1767,915,5911,2638,7482
Rnf141,0,908,142,0,1218,203,0,129,727,1179,1664,604
Rnf144a,45,98,23,14,18,281,4,169,118,0,30,3
Rnf144b,0,0,2,0,0,0,0,1,37,0,0,90
Rnf145,152,12,237,13,735,343,16,66,202,766,127,482
Rnf146,1,27,187,76,522,136,4,504,263,310,0,251
Rnf148,0,0,0,0,0,0,0,0,0,0,0,0
Rnf149,148,42,377,211,340,315,2,369,96,439,238,7
Rnf150,268,41,112,27,24,662,71,97,306,442,772,626
Rnf151,0,0,0,0,0,0,0,0,0,0,0,0
Rnf152,19,5,9,19,4,11,5,23,18,4,6,181
Rnf157,164,62,844,773,394,1352,602,71,855,1862,184,1421
Rnf165,403,457,360,114,410,730,477,776,700,771,767,148
Rnf166,33,0,120,63,228,93,299,541,138,76,0,6
Rnf167,234,541,1035,824,1775,142,31,1128,920,1935,1158,1525
Rnf168,198,1073,358,155,27,394,121,908,346,1166,30,250
Rnf169,198,332,153,119,127,0,930,583,198,161,715,64
Rnf17,48,0,0,0,0,0,0,0,0,0,0,20
Rnf170,69,145,374,0,663,706,62,41,145,151,181,239
Rnf180,0,0,1,0,0,0,0,23,0,81,0,378
Rnf181,258,2,561,855,973,867,331,2044,514,2003,631,1883
Rnf182,414,268,299,394,286,210,283,1074,411,1973,766,426
Rnf183,0,0,0,0,0,0,0,0,0,0,0,0
Rnf185,0,1,271,2038,1265,391,0,8,2,511,779,399
Rnf186,0,0,0,0,0,0,0,0,0,0,0,0
Rnf187,604,2554,4350,4486,7491,4849,888,2836,2604,13324,10720,10108
Rnf19a,87,786,26,1289,1070,333,398,843,1367,1777,1419,1249
Rnf19b,6,0,81,0,26,87,4,185,146,97,216,28
Rnf2,0,0,342,0,491,390,15,835,159,176,775,437
Rnf20,250,536,792,531,891,1438,595,1199,648,1945,1074,740
Rnf207,131,0,31,0,145,30,1,0,41,0,0,50
Rnf208,298,15,421,581,803,531,270,1040,978,1953,1616,974
Rnf214,367,687,317,0,530,956,208,181,227,482,118,1216
Rnf215,1,1108,12,2,0,213,0,0,157,1,0,236
Rnf216,292,2,356,41,1,791,6,526,282,1328,1122,903
Rnf217,3,0,53,0,0,8,0,7,26,0,177,0
Rnf219,1,131,111,161,1118,58,213,3,14,177,401,402
Rnf220,277,1139,665,635,421,1209,330,4,131,2812,434,469
Rnf222,0,0,0,0,0,0,0,0,0,0,0,0
Rnf223,11,0,0,0,0,0,0,0,69,0,0,148
Rnf24,0,0,171,99,8,151,41,1,24,525,1074,57
Rnf25,27,41,158,1,235,4,1,9,381,0,53,231
Rnf26,0,0,135,0,264,251,0,0,68,944,0,36
Rnf31,1,529,318,0,314,398,0,164,86,0,268,158
Rnf32,12,0,244,0,781,86,0,259,73,17,49,319
Rnf34,6,110,642,10,885,721,12,918,236,1997,619,2340
Rnf38,16,0,680,69,50,491,95,608,184,279,185,13
Rnf39,57,0,0,0,0,207,27,70,56,0,0,0
Rnf4,19,211,725,400,1230,527,21,550,760,1796,879,1217
Rnf40,20,14,164,0,837,798,2,4,277,1462,336,453
Rnf41,84,1244,487,1488,1129,691,103,707,357,1406,650,1602
Rnf43,0,0,0,0,0,0,0,0,0,0,0,0
Rnf44,733,299,261,204,326,732,239,352,440,578,565,437
Rnf5,4,2,673,2916,1611,1055,1,960,640,2887,1473,1364
Rnf6,497,748,774,675,552,888,63,104,362,2002,1285,772
Rnf7,176,455,296,944,1459,1248,200,471,317,896,859,1446
Rnf8,467,110,92,267,631,514,85,845,122,2275,1918,670
Rnft1,25,8,15,220,548,381,123,13,168,0,94,255
Rnft2,0,141,306,0,158,44,1,2,219,6,2,234
Rngtt,11,0,322,3,636,819,216,86,407,561,1044,486
Rnh1,0,955,491,108,413,223,25,30,440,226,332,523
Rnls,0,0,39,42,64,73,0,84,33,0,308,148
Rnmt,139,315,295,1530,1053,796,127,1116,651,622,57,427
Rnmtl1,10,817,132,28,582,440,0,192,171,234,314,123
Rnpc3,191,441,620,910,426,1258,332,1224,495,6,90,1557
Rnpep,295,0,555,182,348,230,29,1,448,184,690,415
Rnpepl1,224,1,71,0,165,66,14,0,702,320,0,58
Rnps1,393,1500,1407,2926,1950,1554,384,2206,1260,4563,1981,2566
Rnu11,0,0,0,0,0,2,0,0,0,0,0,0
Rnu12,0,0,0,44,0,37,0,0,9,41,0,0
Rnu6,0,0,0,0,0,0,0,0,0,0,0,0
Rnu7,0,0,0,0,0,0,0,0,0,0,0,0
Rnu73b,0,0,0,0,0,0,0,0,0,0,0,0
Robo1,18,0,427,1437,542,0,6,65,24,268,0,361
Robo2,114,10,934,81,125,281,110,503,933,615,848,1451
Robo3,170,0,410,0,13,389,43,3,56,3,0,0
Robo4,0,0,0,0,0,36,0,0,0,0,0,0
Rock1,348,506,404,1128,299,510,77,243,110,147,1023,434
Rock2,1017,1942,1134,328,1443,3446,262,1548,3114,1162,1046,1527
Rogdi,2235,3315,8718,11265,10855,8916,2267,6858,5046,15391,8947,8843
Rom1,12,0,0,0,0,0,0,0,0,0,0,0
Romo1,127,1120,187,964,661,425,156,410,990,1808,1095,290
Ropn1,0,0,0,0,0,0,0,0,0,0,0,0
Ropn1l,0,0,0,0,0,0,0,0,0,0,0,0
Ror1,17,103,0,0,129,13,0,0,0,0,497,117
Ror2,0,0,0,0,0,0,0,0,0,0,0,0
Rora,0,0,0,1024,101,23,0,0,102,99,1,1
Rorb,64,1024,16,404,7,18,11,37,37,179,47,11
Rorc,159,0,0,0,0,0,0,0,14,7,0,0
Ros1,0,0,0,0,0,0,0,0,0,0,0,0
Rp1,0,0,0,0,0,0,0,0,0,0,0,0
Rp1l1,0,0,0,0,0,0,0,0,0,0,0,0
Rp2h,35,4,15,33,16,53,5,83,24,112,37,19
Rp9,194,3,37,883,287,293,136,0,107,811,313,547
Rpa1,245,5,452,1154,1923,1412,90,0,473,1104,82,821
Rpa2,60,0,0,0,408,260,170,0,175,6,0,0
Rpa3,5,13,59,1,82,15,0,3,74,102,283,110
Rpain,37,0,82,276,118,184,0,80,277,88,263,253
Rpap1,1,661,205,197,291,0,1,73,174,0,418,38
Rpap2,34,499,342,0,492,142,8,34,248,166,63,23
Rpap3,39,491,433,779,18,12,3,122,163,665,392,99
Rpe,41,91,108,0,634,0,271,344,160,472,338,297
Rpe65,1,0,0,0,0,0,0,0,0,0,0,0
Rpf1,51,80,101,0,328,68,90,41,3,206,0,196
Rpf2,121,164,147,1138,216,319,9,12,78,1834,862,2
Rpgr,48,13,130,159,175,286,9,344,55,657,8,292
Rpgrip1,1,0,65,0,80,0,328,13,0,186,0,19
Rpgrip1l,34,0,30,9,1,49,0,4,12,23,0,426
Rph3a,525,2714,1879,3055,3429,4449,539,2128,3252,5249,2208,5539
Rph3al,0,0,83,6,214,0,13,115,0,13,0,25
Rpia,8,3,0,73,20,0,0,0,0,0,47,0
Rpl10,1242,1963,1748,3046,2677,1831,132,1701,2558,5043,4794,1610
Rpl10a,749,849,565,1779,1021,731,196,990,788,4015,1890,1259
Rpl10l,1,0,0,0,0,0,0,0,0,0,0,0
Rpl11,587,684,550,2574,1086,1178,518,1483,771,3835,1607,510
Rpl12,251,159,569,1698,709,830,155,819,785,2305,2260,401
Rpl13,1203,6466,906,2782,3202,2166,414,2503,1574,7057,7397,1266
Rpl13a,1140,1500,482,1263,1436,1008,449,764,1307,3301,3007,758
Rpl14,819,2927,921,2460,1635,1138,231,1725,1082,3674,5081,524
Rpl15,337,872,1314,2945,3033,2009,341,1576,2188,5551,3503,2131
Rpl17,779,3612,815,1864,835,1128,299,1243,1382,2963,3226,751
Rpl18,169,747,600,1587,615,765,429,1132,848,2469,1071,840
Rpl18a,879,3514,1255,3556,2771,3164,619,2812,2082,7698,5789,1674
Rpl19,1190,3706,1697,5233,2524,2193,317,2398,2151,8469,8735,2381
Rpl21,759,4547,1168,1980,2971,1834,421,2398,2642,5213,4199,1230
Rpl22,52,57,248,1238,740,637,4,421,704,670,93,949
Rpl22l1,157,187,235,593,453,633,23,373,396,1278,1038,166
Rpl23,609,3119,704,2035,1669,1594,444,856,822,3252,3078,862
Rpl23a,557,666,426,1988,1002,650,265,999,1041,3189,1806,598
Rpl24,498,1294,862,2762,1870,1213,87,1294,1217,4696,2427,508
Rpl26,0,0,0,0,0,0,0,0,0,0,0,0
Rpl27,153,417,517,1611,878,540,89,999,716,3073,2112,487
Rpl27a,927,1559,703,785,1229,1116,629,869,1090,4358,2068,428
Rpl28,440,1196,397,1586,682,563,77,784,757,2825,2042,479
Rpl29,259,1401,731,1105,699,767,145,1012,523,2223,1265,611
Rpl3,1143,3486,3731,7143,7840,4680,1665,8242,4191,13006,12867,5108
Rpl30,0,1,12,0,11,22,0,40,0,37,7,15
Rpl31,241,585,289,1101,582,470,158,570,275,1504,1332,345
Rpl31-ps12,0,0,7,64,2,1,0,62,11,16,1,14
Rpl32,377,838,293,1370,1217,968,53,1090,761,2010,2132,350
Rpl34,0,0,19,37,18,14,14,36,0,130,23,18
Rpl34-ps1,0,0,0,0,0,0,1,0,3,0,0,0
Rpl35,460,3038,488,1724,1064,1221,127,1255,1644,2993,2920,342
Rpl35a,382,860,411,1390,1136,707,247,833,918,1797,1104,296
Rpl36,698,1306,215,1475,863,740,52,995,523,1696,1372,341
Rpl36a,283,582,165,960,774,227,104,568,572,923,1105,114
Rpl36al,199,1249,381,1586,883,471,13,1217,333,3705,1493,474
Rpl37,176,406,127,340,359,318,77,279,269,1105,723,68
Rpl37a,330,2006,285,1286,808,646,185,1023,526,2182,1991,298
Rpl38,321,953,204,1453,606,634,117,578,717,1972,1350,239
Rpl39,227,863,98,589,355,235,90,306,429,954,817,167
Rpl39l,0,0,0,0,0,1,0,0,4,0,0,0
Rpl3l,0,0,0,0,0,0,0,0,0,0,0,0
Rpl4,856,7187,1946,5842,7062,4981,720,1780,3816,13069,9343,5020
Rpl41,1347,2706,799,2644,2616,1655,406,2218,2046,6725,5179,716
Rpl5,1078,3416,1766,3975,3342,2698,683,3578,2744,6406,3659,1694
Rpl6,529,2487,1331,1306,3505,2484,103,1365,2154,5772,7284,1908
Rpl7,502,2436,1356,1626,2221,1944,186,2734,1343,5253,5531,1870
Rpl7a,210,1140,584,1156,1302,1047,101,711,968,4721,1804,517
Rpl7l1,201,184,874,284,1072,290,131,325,850,1187,1075,1066
Rpl8,1089,4062,1081,1658,1282,1164,531,1973,1282,3949,2126,1170
Rpl9,1206,4562,1247,3259,3173,1899,518,2607,1637,6045,4286,1172
Rplp0,513,1432,1758,2851,2489,1821,57,2303,970,8063,3968,1816
Rplp1,1057,2363,379,2084,1275,839,375,1456,1301,3626,2273,685
Rplp2,254,769,259,1032,596,375,85,520,522,1690,1138,146
Rplp2-ps1,0,0,0,0,0,0,0,0,0,0,0,0
Rpn1,360,195,1328,116,2346,690,180,852,1029,2884,496,2155
Rpn2,38,973,873,56,1645,1243,167,923,813,1821,478,1331
Rpp14,23,4,190,4,629,585,0,0,51,727,167,1286
Rpp21,74,0,156,160,162,315,232,135,65,816,479,228
Rpp25,0,0,0,0,1,0,0,0,0,58,0,1073
Rpp25l,0,222,259,66,305,14,14,53,151,290,1160,370
Rpp30,0,3,131,0,1,112,1,0,0,149,156,84
Rpp38,0,29,22,0,527,81,2,0,88,474,69,269
Rpp40,57,48,122,48,5,39,15,67,94,8,32,154
Rpph1,0,0,3,50,1,25,0,18,0,40,46,1
Rprd1a,676,742,1167,1092,2524,3016,111,972,1358,1348,2305,824
Rprd1b,8,37,90,182,601,446,49,246,254,362,2,1109
Rprd2,110,230,241,22,554,735,23,159,430,1711,298,412
Rprl1,0,0,0,0,0,0,0,0,0,0,0,0
Rprl2,0,0,0,0,0,0,0,0,0,0,0,0
Rprl3,0,0,0,0,0,0,0,0,0,0,0,0
Rprm,51,1738,138,930,430,729,1,177,1506,1027,3995,273
Rprml,143,464,387,547,342,122,33,327,323,1791,623,92
Rps10,322,414,522,982,616,548,105,690,1030,2639,1967,399
Rps11,446,1516,773,1716,1606,1013,156,1172,607,2287,3180,643
Rps12,257,455,311,690,505,378,87,515,364,1092,656,196
Rps13,194,1061,480,1969,1163,579,196,985,885,3698,1834,788
Rps14,301,3245,675,3823,1764,1415,216,1241,999,4689,3921,751
Rps15,1376,1573,411,1044,1483,611,275,742,806,3784,2542,431
Rps15a,112,707,732,689,258,1310,256,1624,304,1617,840,191
Rps15a-ps4,0,19,54,15,9,7,1,13,5,36,23,5
Rps15a-ps6,37,23,19,16,0,95,163,10,32,29,4,39
Rps16,239,1696,453,2043,1011,540,91,577,1537,3314,1868,431
Rps17,423,1562,340,511,1221,893,45,1129,677,2724,2190,393
Rps18,471,1356,679,3037,1163,918,145,1151,1240,3733,2254,420
Rps19,668,3481,779,3633,1296,1590,288,1588,1344,4215,3591,782
Rps19-ps3,36,7,7,172,5,50,1,0,34,17,103,3
Rps19bp1,95,141,141,78,383,372,200,405,545,806,656,246
Rps2,2079,2810,1200,2828,2204,2240,748,2369,1498,5973,5511,2190
Rps20,318,793,196,908,383,414,53,371,405,1603,741,175
Rps21,226,369,168,629,495,408,40,244,434,767,935,95
Rps23,342,561,242,961,526,598,41,441,486,1534,1117,285
Rps24,487,2119,482,698,1279,952,161,910,1000,3152,1975,594
Rps25,426,968,582,2710,1692,1145,73,766,902,3753,3371,419
Rps26,198,547,308,1153,645,550,88,441,693,1788,1490,188
Rps27,0,0,25,61,0,17,0,34,22,41,6,0
Rps27a,639,2716,973,2094,1673,1686,144,1593,1370,4358,2603,623
Rps27l,90,642,134,461,127,113,8,170,340,718,238,176
Rps28,487,734,133,712,461,556,29,220,714,1034,857,104
Rps29,659,1461,242,1016,969,675,232,851,824,2371,1397,217
Rps3,897,2818,1514,5005,2850,3294,444,2311,1307,6661,4933,1722
Rps3a1,546,1641,1135,3763,1887,1697,816,1119,1630,5565,5672,1255
Rps4x,564,1561,1893,3343,2329,2257,76,1872,1389,4843,7390,711
Rps4y2,29,2,151,625,1174,236,11,84,290,235,474,316
Rps5,618,1673,1364,2145,974,691,267,1922,787,2991,2887,1059
Rps6,831,1674,1956,2403,3945,2140,676,3683,1765,7858,5721,2604
Rps6ka1,0,0,238,0,0,0,0,0,0,140,0,53
Rps6ka2,564,2841,1060,2108,612,810,259,1133,92,42,229,233
Rps6ka3,0,0,5,0,245,1,24,0,56,0,237,6
Rps6ka4,0,0,0,124,4,127,107,0,250,130,313,150
Rps6ka5,0,0,186,44,106,32,0,0,0,122,0,201
Rps6ka6,0,0,0,0,1,0,0,21,0,0,0,5
Rps6kb1,290,1251,585,1629,947,901,335,344,937,919,226,852
Rps6kb2,64,1,426,461,576,32,800,766,143,338,1067,1118
Rps6kc1,42,0,89,0,128,384,1,931,399,0,0,716
Rps6kl1,134,234,109,940,973,759,273,211,152,597,169,1001
Rps7,298,4221,770,2632,2514,1530,123,2244,1609,5089,4716,904
Rps8,589,1125,555,2069,1083,1134,275,1136,890,2940,1956,606
Rps9,454,2596,1037,2487,2276,1364,145,1583,1100,5101,4257,914
Rpsa,1595,2307,1167,3355,1755,1169,361,2281,1461,4276,4134,1753
Rptn,0,0,0,0,0,0,0,0,0,0,0,0
Rptor,42,5,545,1097,650,384,241,646,567,217,1,1478
Rpusd1,42,21,762,1002,553,780,9,391,844,2945,3098,2165
Rpusd2,39,3,58,303,88,71,1,63,72,3,2,34
Rpusd3,17,855,527,637,279,282,231,646,255,518,547,552
Rpusd4,11,0,38,0,302,470,2,537,47,398,75,337
Rqcd1,9,0,3,106,255,621,28,213,469,0,14,667
Rrad,0,0,0,0,0,0,0,1,0,0,0,0
Rraga,93,158,428,0,806,755,64,211,633,1772,148,1220
Rragb,111,495,67,0,11,142,145,18,66,137,0,269
Rragc,111,113,355,349,309,108,3,64,113,578,117,451
Rragd,187,1913,648,30,1184,1767,82,504,1054,1626,675,1496
Rras,0,0,0,0,0,0,3,0,8,0,0,0
Rras2,76,29,168,251,615,731,83,677,313,313,761,77
Rrbp1,102,138,21,0,107,5,0,76,290,275,0,25
Rreb1,594,675,1208,1810,1141,871,1506,1240,1151,109,365,914
Rrh,0,0,0,0,0,0,0,0,10,0,0,0
Rrm1,0,0,0,574,133,0,6,160,97,957,0,89
Rrm2,1,0,0,0,0,0,0,0,0,12,0,0
Rrm2b,51,5,17,2617,1299,428,13,240,120,451,165,364
Rrn3,310,2,858,864,1098,1413,9,603,1015,1582,872,938
Rrnad1,13,480,302,858,70,108,110,91,124,369,75,551
Rrp1,644,494,3123,3072,6717,6361,293,3129,4002,11260,8833,4430
