,GSM3690885_NS_NG18_htseq,GSM3690888_NS_NG21_htseq,GSM3690886_NS_NG19_htseq,GSM3690887_NS_NG20_htseq
Srpk3,0,0,0,0
Srpr,2,1157,150,0
Srprb,2851,213,44,0
Srpx,0,0,0,0
Srpx2,0,0,0,0
Srr,0,688,2,425
Srrd,0,0,0,0
Srrm1,129,811,1318,1010
Srrm2,346,897,749,614
Srrm3,1309,189,11,207
Srrm4,0,267,12,108
Srrt,73,681,651,542
Srsf1,6,513,515,545
Srsf10,880,1563,13,1107
Srsf11,1484,1244,6,1231
Srsf12,1668,151,0,0
Srsf2,296,2668,923,2082
Srsf3,3120,2027,704,3127
Srsf4,0,237,118,27
Srsf5,66,1958,395,1333
Srsf6,0,1139,2047,656
Srsf7,1,3121,35,1021
Srsf9,859,580,43,453
Srxn1,0,264,10,493
Sry,0,0,0,0
Ss18,22,681,409,0
Ss18l1,4,524,1,184
Ssb,848,2156,1179,1673
Ssbp1,1198,509,3,732
Ssbp2,0,2083,17,2429
Ssbp3,887,1318,276,2597
Ssbp4,123,346,4,129
Ssc5d,0,0,0,0
Ssfa2,0,291,198,0
Ssh1,0,22,0,0
Ssh2,25,0,145,521
Ssh3,0,0,277,0
Ssna1,143,967,320,338
Sspn,0,0,0,0
Sspo,0,0,0,0
Ssr1,183,1627,1102,2107
Ssr2,2,666,0,335
Ssr3,80,1039,593,879
Ssr4,0,150,199,1565
Ssrp1,4,665,346,1053
Sssca1,490,194,69,182
Sst,50,62,9,0
Sstr1,0,659,6,348
Sstr2,0,484,0,0
Sstr3,1,15,0,0
Sstr4,0,0,0,0
Sstr5,0,0,0,0
Ssty1,0,0,0,0
Ssty2,0,0,0,0
Ssu2,0,0,0,0
Ssu72,0,1146,451,3049
Ssx2ip,0,799,37,685
Ssx9,0,0,0,0
Ssxb1,0,0,0,0
Ssxb10,0,0,0,0
Ssxb2,0,0,0,0
Ssxb3,0,0,0,0
Ssxb5,0,0,0,0
Ssxb6,0,0,0,0
Ssxb8,0,0,0,0
Ssxb9,0,0,0,0
St13,39,446,148,356
St14,0,0,0,0
St18,2,70,0,1438
St3gal1,929,439,0,94
St3gal2,63,472,176,201
St3gal3,121,351,1,0
St3gal4,0,989,334,351
St3gal5,83,654,989,1410
St3gal6,1,7,0,0
St5,0,60,17,0
St6gal1,0,0,0,0
St6gal2,0,0,0,0
St6galnac1,4,0,1,0
St6galnac2,0,0,0,0
St6galnac3,0,206,0,0
St6galnac4,1752,232,22,0
St6galnac5,0,1653,96,534
St6galnac6,0,1,17,0
St7,0,689,0,0
St7l,65,251,1001,7
St8sia1,255,461,223,307
St8sia2,0,0,0,0
St8sia3,351,186,568,790
St8sia4,53,0,72,395
St8sia5,0,0,1,0
St8sia6,0,0,0,0
Stab1,0,0,0,0
Stab2,0,0,0,0
Stac,0,0,0,0
Stac2,0,35,0,0
Stac3,0,0,0,0
Stag1,749,711,429,19
Stag2,0,612,1514,591
Stag3,0,0,0,0
Stam,7,52,851,217
Stam2,0,0,436,0
Stambp,0,261,124,16
Stambpl1,0,0,0,0
Stap1,0,0,0,0
Stap2,1,0,0,0
Star,0,64,5,1
Stard10,82,234,0,0
Stard13,62,259,17,988
Stard3,0,542,0,0
Stard3nl,524,324,952,951
Stard4,0,0,0,0
Stard5,0,393,0,560
Stard6,0,0,0,0
Stard7,1141,1751,452,2453
Stard8,0,0,139,0
Stat1,87,0,6,15
Stat2,0,13,12,0
Stat3,0,4,23,0
Stat4,0,0,0,0
Stat5a,0,0,0,0
Stat5b,0,0,9,0
Stat6,0,0,1,0
Stau1,8,834,284,213
Stau2,398,1111,532,0
Stbd1,0,0,0,0
Stc1,42,482,0,0
Stc2,0,0,0,0
Steap1,0,0,0,0
Steap2,27,12,154,17
Steap3,0,24,61,0
Steap4,0,0,0,0
Stfa1,0,0,0,0
Stfa2,0,0,0,0
Stfa2l1,0,0,0,0
Stfa3,0,0,0,0
Stil,0,0,0,44
Stim1,0,91,20,10
Stim2,3,1376,380,218
Stip1,20,1796,333,2309
Stk10,144,2,1,0
Stk11,0,13,0,0
Stk11ip,0,104,291,1
Stk16,0,462,5,0
Stk17b,0,0,0,63
Stk19,0,166,28,6
Stk24,0,0,82,252
Stk25,746,2931,260,1732
Stk3,0,8,454,168
Stk30,0,278,1,0
Stk31,0,0,0,0
Stk32a,6,5,0,0
Stk32b,0,0,0,0
Stk32c,0,12,0,466
Stk33,0,0,0,0
Stk35,0,174,1,97
Stk36,0,0,0,177
Stk38,0,0,0,61
Stk38l,505,405,365,1
Stk39,287,154,55,987
Stk4,4,689,127,795
Stk40,12,0,70,0
Stmn1,7597,3169,2045,3918
Stmn1-rs1,0,0,0,0
Stmn2,1749,760,409,1035
Stmn3,4679,3124,2098,4971
Stmn4,0,2091,828,1398
Stmnd1,0,0,0,0
Stom,73,0,0,0
Stoml1,0,549,246,0
Stoml2,26,465,0,0
Stoml3,0,0,0,0
Ston1,0,0,0,0
Ston2,26,180,17,775
Stox1,0,0,0,0
Stox2,328,490,1391,241
Stpg1,639,12,0,0
Stpg2,0,0,0,0
Stra13,0,175,0,191
Stra6,672,0,78,0
Stra8,0,0,1,0
Strada,78,315,10,22
Stradb,0,416,10,0
Strap,1830,2215,1094,1738
Strbp,488,866,925,1078
Strc,0,0,110,0
Strip1,4304,1289,3,85
Strip2,0,0,3,0
Strn,21,22,35,2
Strn3,233,369,1604,518
Strn4,9,527,1743,1803
Stt3a,869,0,0,248
Stt3b,0,343,41,170
Stub1,1289,977,178,1114
Stx11,0,0,0,0
Stx12,861,1234,17,1145
Stx16,710,76,53,814
Stx17,91,243,13,0
Stx18,627,259,0,1010
Stx19,0,0,0,0
Stx1a,10,141,1,1070
Stx1b,124,35,19,0
Stx2,0,60,391,36
Stx3,0,0,154,0
Stx4a,0,213,36,461
Stx5a,1105,817,16,771
Stx6,1534,1630,878,72
Stx7,11,1448,41,4936
Stx8,0,417,1,1
Stxbp1,254,4829,1096,1220
Stxbp2,71,335,33,31
Stxbp3a,0,0,232,777
Stxbp3b,0,0,0,0
Stxbp4,138,24,640,902
Stxbp5,62,908,169,1397
Stxbp5l,727,538,348,681
Stxbp6,4282,2826,896,2913
Styk1,0,0,0,0
Styx,8,186,0,55
Styxl1,0,7,0,0
Sub1,2661,5108,3373,8954
Sucla2,1516,2520,984,2906
Suclg1,1,636,58,2396
Suclg2,0,0,0,0
Sucnr1,0,0,0,0
Suco,237,3,118,731
Suds3,47,225,153,297
Sufu,0,0,0,0
Sugp1,1073,39,204,346
Sugp2,3,707,49,0
Sugt1,1338,458,42,56
Sulf1,0,0,0,0
Sulf2,0,3,3,0
Sult1a1,6,3,0,775
Sult1b1,0,0,0,0
Sult1c1,0,0,0,0
Sult1c2,0,0,0,0
Sult1d1,0,0,0,0
Sult1e1,0,0,0,0
Sult2a1,0,0,0,0
Sult2a2,0,0,0,0
Sult2a3,0,0,0,0
Sult2a4,0,0,0,0
Sult2a5,0,15,0,0
Sult2a6,0,0,0,0
Sult2a7,0,0,0,0
Sult2b1,0,159,0,0
Sult3a1,0,0,0,0
Sult4a1,5139,969,247,531
Sult5a1,0,0,0,0
Sult6b1,0,0,1,0
Sumf1,0,770,123,0
Sumf2,293,163,650,0
Sumo1,1888,2848,1304,4908
Sumo2,234,2793,714,9508
Sumo3,82,1643,672,3707
Sun1,0,213,207,187
Sun2,5,83,17,70
Sun3,0,0,0,0
Sun5,0,0,0,0
Suox,6,0,0,0
Supt16,0,0,163,0
Supt20,0,266,3,0
Supt3,0,56,0,0
Supt4a,0,460,40,354
Supt5,160,710,812,181
Supt6,4406,1507,273,1598
Supt7l,15,434,18,4
Supv3l1,0,0,46,0
Surf1,1917,877,597,1727
Surf2,0,395,1,144
Surf4,68,1369,93,2266
Surf6,48,10,3,345
Susd1,0,0,0,381
Susd2,0,0,0,0
Susd3,0,0,0,0
Susd4,757,2215,79,352
Susd5,0,0,0,0
Suv39h1,12,0,7,4
Suv39h2,0,0,9,360
Suv420h1,28,291,81,10
Suv420h2,0,126,0,0
Suz12,301,19,241,89
Sv2a,196,1120,778,1046
Sv2b,150,0,208,13
Sv2c,8,1,23,4
Sva,0,0,0,0
Sval1,0,0,0,0
Sval2,0,0,0,0
Sval3,0,0,0,0
Svep1,0,0,0,0
Svil,0,0,0,0
Svip,8,1120,330,30
Svop,36,1886,21,0
Svopl,6,3,0,0
Svs1,0,0,0,0
Svs2,0,0,0,0
Svs3a,0,0,0,0
Svs3b,0,0,0,0
Svs4,0,0,0,0
Svs5,0,0,0,0
Svs6,0,0,0,0
Swap70,0,0,0,0
Swi5,2893,1175,1565,2750
Swsap1,0,0,0,85
Swt1,8,287,0,345
Syap1,1099,178,403,574
Sybu,1473,1310,158,1704
Syce1,0,0,0,0
Syce1l,0,0,0,0
Syce2,0,0,0,0
Syce3,0,0,0,0
Sycn,0,0,0,0
Sycp1,0,0,0,0
Sycp1-ps1,0,0,0,0
Sycp2,0,1,0,0
Sycp3,0,0,0,0
Syde1,0,0,0,970
Syde2,0,0,0,492
Syf2,0,260,67,1091
Syk,0,2,0,0
Sympk,0,5,0,45
Syn1,2951,3008,1567,2955
Syn2,5209,2865,3298,5916
Syn3,6,408,3,382
Syna,0,0,15,7
Synb,0,0,0,0
Sync,0,0,0,0
Syncrip,160,1563,299,801
Syndig1,0,0,0,0
Syndig1l,0,1,68,0
Syne1,379,1528,2218,1797
Syne2,0,0,19,15
Syne3,0,0,0,0
Syne4,0,0,0,0
Syngr1,907,378,438,261
Syngr2,0,0,0,0
Syngr3,121,2282,36,599
Syngr4,0,0,0,0
Synj1,3511,1436,1585,516
Synj2,36,0,1,0
Synj2bp,158,1555,457,732
Synm,27,0,130,241
Synpo,2886,867,208,1439
Synpo2,0,0,8,0
Synpo2l,0,1,2,0
Synpr,100,4102,4712,6099
Synrg,258,769,128,413
Syp,1098,4659,3098,3114
Sypl,1840,154,108,676
Sypl2,0,60,0,0
Sys1,603,634,67,406
Syt1,7247,5381,2278,3163
Syt10,0,527,136,33
Syt11,4928,3335,2754,2521
Syt12,4,2,20,2
Syt13,387,2746,282,73
Syt14,0,1,0,0
Syt15,98,33,84,14
Syt16,231,943,752,673
Syt17,1,1193,222,458
Syt2,15,1,82,2
Syt3,0,496,638,0
Syt4,1024,645,290,1221
Syt5,1706,2250,12,778
Syt6,0,0,9,0
Syt7,115,877,685,144
Syt8,0,0,0,0
Syt9,0,0,4,0
Sytl1,0,0,0,0
Sytl2,0,2,0,0
Sytl3,0,0,0,0
Sytl4,0,0,0,0
Sytl5,0,0,0,0
Syvn1,0,473,0,50
Szrd1,1696,37,9,0
Szt2,0,13,0,0
T,0,0,0,0
T2,4,1,7,3
Taar1,0,0,0,0
Taar2,0,0,0,0
Taar3,0,0,0,0
Taar4,0,0,0,0
Taar5,0,0,0,0
Taar6,0,0,0,0
Taar7a,0,0,0,0
Taar7b,0,0,0,0
Taar7d,0,0,0,0
Taar7e,0,0,0,0
Taar7f,0,0,0,0
Taar8a,0,0,0,0
Taar8b,0,0,0,0
Taar8c,0,0,0,0
Taar9,0,0,0,0
Tab1,0,0,18,2
Tab2,239,169,38,768
Tab3,1,0,320,138
Tac1,1,0,7,0
Tac2,0,0,0,0
Tac4,0,0,0,0
Tacc1,27,2253,1076,2644
Tacc2,26,385,637,444
Tacc3,0,3,0,0
Taco1,0,0,66,0
Tacr1,205,6,27,3
Tacr2,0,0,0,0
Tacr3,0,4,0,0
Tacstd2,0,0,0,0
Tada1,1707,416,1,1702
Tada2a,89,754,0,61
Tada2b,0,0,44,0
Tada3,0,240,8,0
Taf1,233,680,390,1202
Taf10,0,98,0,160
Taf11,0,306,0,499
Taf12,0,313,0,439
Taf13,0,0,4,1292
Taf15,53,5,30,0
Taf1a,15,433,418,8
Taf1b,0,3,7,122
Taf1c,0,0,0,0
Taf1d,0,434,0,0
Taf2,6,0,308,94
Taf3,24,187,53,403
Taf4a,0,0,6,0
Taf4b,0,0,0,0
Taf5,11,18,0,0
Taf5l,4,604,9,72
Taf6,0,1219,1,0
Taf6l,0,0,0,0
Taf7,0,129,36,145
Taf7l,0,0,2,0
Taf8,0,186,0,0
Taf9,73,2301,104,3073
Taf9b,0,0,154,749
Tagap,0,34,0,0
Tagap1,0,9,0,0
Tagln,0,0,0,0
Tagln2,2,0,0,2
Tagln3,2299,3075,1184,4918
Tal1,0,0,0,0
Tal2,0,0,0,0
Taldo1,1746,930,152,1174
Tamm41,0,115,20,2
Tanc1,0,1771,1032,1486
Tanc2,249,1236,512,1678
Tango2,1567,658,77,1322
Tango6,0,0,0,0
Tank,0,0,1,459
Taok1,1248,2554,1934,2250
Taok2,51,429,183,88
Taok3,309,748,495,348
Tap1,0,0,0,0
Tap2,0,0,0,0
Tapbp,0,112,7,90
Tapbpl,13,364,13,12
Tapt1,0,0,34,3
Tarbp2,0,4,131,0
Tardbp,1097,536,903,1092
Tarm1,0,0,0,0
Tars,0,5,75,101
Tars2,0,405,463,526
Tarsl2,0,0,1,243
Tas1r1,0,0,0,0
Tas1r2,0,0,0,0
Tas1r3,4,2,3,359
Tas2r102,0,0,0,0
Tas2r103,0,0,0,0
Tas2r104,0,0,0,0
Tas2r105,0,0,0,0
Tas2r106,0,0,0,0
Tas2r107,0,0,0,0
Tas2r108,0,0,0,0
Tas2r109,0,0,0,0
Tas2r110,0,0,0,0
Tas2r113,0,0,0,0
Tas2r114,0,0,0,0
Tas2r115,0,0,0,0
Tas2r116,0,0,0,0
Tas2r117,0,0,0,0
Tas2r118,0,0,0,0
Tas2r119,0,0,0,0
Tas2r120,0,0,0,0
Tas2r121,0,0,0,0
Tas2r122,0,0,0,0
Tas2r123,0,0,0,0
Tas2r124,0,0,0,0
Tas2r125,0,0,0,0
Tas2r126,0,0,0,0
Tas2r129,0,0,0,0
Tas2r130,0,0,0,0
Tas2r131,0,0,0,0
Tas2r134,0,0,0,0
Tas2r135,0,0,0,0
Tas2r136,0,0,0,0
Tas2r137,0,0,0,0
Tas2r138,0,0,0,0
Tas2r139,0,0,0,0
Tas2r140,0,0,0,0
Tas2r143,0,0,0,0
Tas2r144,0,0,0,0
Tasp1,0,552,6,0
Tat,0,0,0,0
Tatdn1,0,342,0,0
Tatdn2,0,0,0,114
Tatdn3,0,125,0,0
Tax1bp1,214,993,437,704
Tax1bp3,0,228,0,355
Taz,0,306,198,1
Tbata,0,0,0,0
Tbc1d1,0,272,76,0
Tbc1d10a,0,0,0,0
Tbc1d10b,34,194,192,210
Tbc1d10c,0,0,3,0
Tbc1d12,0,6,0,0
Tbc1d13,5,10,15,0
Tbc1d14,0,962,45,2085
Tbc1d15,0,329,50,0
Tbc1d16,0,0,7,0
Tbc1d17,0,239,1,0
Tbc1d19,1,181,0,0
Tbc1d2,0,0,0,0
Tbc1d20,0,5,0,120
Tbc1d21,0,0,0,0
Tbc1d22a,0,0,0,111
Tbc1d22b,230,647,545,0
Tbc1d23,1,0,19,0
Tbc1d24,21,389,25,796
Tbc1d25,0,298,0,0
Tbc1d2b,0,0,1,0
Tbc1d30,129,640,176,324
Tbc1d4,0,0,4,0
Tbc1d5,107,259,847,664
Tbc1d7,0,225,0,0
Tbc1d8,0,0,0,0
Tbc1d8b,3,114,4,1360
Tbc1d9,0,2,585,104
Tbc1d9b,0,469,0,3
Tbca,1615,633,863,2267
Tbcb,1769,520,1592,1945
Tbcc,144,765,49,619
Tbccd1,0,260,0,0
Tbcd,0,162,3,0
Tbce,1561,1200,0,216
Tbcel,0,261,355,1018
Tbck,30,243,3,32
Tbk1,13,32,171,54
Tbkbp1,35,0,11,40
Tbl1x,494,0,2,2
Tbl1xr1,318,597,753,343
Tbl2,0,0,5,0
Tbl3,0,160,0,82
Tbp,190,321,0,0
Tbpl1,1362,1310,38,745
Tbpl2,0,0,0,0
Tbr1,202,9,177,407
Tbrg1,1,751,394,683
Tbrg3,11,9,16,1
Tbrg4,1,28,7,442
Tbx1,0,0,0,0
Tbx10,0,0,0,0
Tbx15,0,0,0,0
Tbx18,37,24,63,10
Tbx19,0,0,0,0
Tbx2,0,0,0,0
Tbx20,3,6,12,0
Tbx21,0,0,0,0
Tbx22,5,5,0,0
Tbx3,0,59,0,0
Tbx4,0,0,0,0
Tbx5,10,7,16,2
Tbx6,0,0,0,0
Tbxa2r,0,0,0,0
Tbxas1,0,0,0,0
Tc2n,0,2,6,0
Tcaim,36,0,45,784
Tcam1,0,0,0,0
Tcap,0,0,0,0
Tcea1,850,460,1010,476
Tcea2,0,1075,0,0
Tcea3,0,0,0,0
Tceal1,877,229,10,934
Tceal3,1098,578,353,1810
Tceal5,960,343,104,1024
Tceal6,373,316,167,359
Tceal7,0,0,0,0
Tceal8,6,504,642,1669
Tceanc,0,514,1,0
Tceanc2,0,43,289,350
Tceb1,581,1320,206,1698
Tceb2,4570,2837,1762,3334
Tceb3,6,0,1,14
Tcerg1,834,1731,515,231
Tcerg1l,0,0,14,29
Tcf12,0,249,388,17
Tcf15,0,0,0,0
Tcf19,0,0,0,0
Tcf20,26,442,63,607
Tcf21,0,0,0,0
Tcf23,0,0,0,0
Tcf25,2592,2543,799,3485
Tcf3,0,112,238,0
Tcf4,1575,5387,2674,7396
Tcf7,0,0,0,0
Tcf7l1,0,1,0,0
Tcf7l2,418,1,1512,553
Tcfl5,0,0,0,0
Tchh,0,0,0,0
Tchhl1,0,0,0,0
Tchp,0,0,3,0
Tcirg1,0,0,42,0
Tcl1,0,0,0,0
Tcl1b1,0,0,0,0
Tcl1b2,0,0,0,0
Tcl1b3,0,0,0,0
Tcl1b4,0,0,0,0
Tcl1b5,0,0,0,0
Tcn2,0,0,0,0
Tcof1,13,329,0,1
Tcp1,2077,1213,205,1397
Tcp10a,0,0,0,0
Tcp10b,0,0,0,0
Tcp10c,0,0,0,0
Tcp11,0,0,0,0
Tcp11l1,0,107,0,0
Tcp11l2,4009,68,66,754
Tcstv1,0,0,0,0
Tcstv3,0,0,0,0
Tcta,0,551,0,0
Tcte1,0,0,0,0
Tcte2,0,0,0,0
Tcte3,0,0,0,0
Tctex1d1,0,0,0,0
Tctex1d2,0,296,25,487
Tctex1d4,0,0,0,0
Tctn1,0,1,0,0
Tctn2,0,12,0,0
Tctn3,0,869,127,0
Tdg,0,2,0,3
Tdgf1,0,0,0,0
Tdh,0,0,0,0
Tdo2,0,5,0,0
Tdp1,0,370,0,0
Tdp2,1193,126,205,20
Tdpoz1,0,0,0,0
Tdpoz2,0,0,0,0
Tdpoz3,0,0,0,0
Tdpoz4,0,0,0,0
Tdpoz5,0,0,0,0
Tdrd1,1,5,4,1
Tdrd12,0,0,0,0
Tdrd3,0,194,0,620
Tdrd5,0,0,0,0
Tdrd6,197,0,0,0
Tdrd7,48,481,247,715
Tdrd9,0,0,0,0
Tdrkh,0,134,0,0
Tead1,247,118,187,172
Tead2,0,0,0,0
Tead3,0,0,0,0
Tead4,0,0,0,0
Tec,0,0,0,0
Tecpr1,78,175,210,583
Tecpr2,9,578,240,1352
Tecr,1458,2283,1349,1929
Tecrl,0,0,0,0
Tecta,0,0,0,0
Tectb,0,0,0,0
Teddm1,0,0,0,0
Tef,789,3208,327,1639
Tefm,0,490,0,0
Tek,0,0,0,0
Tekt1,0,3,0,0
Tekt2,0,0,0,0
Tekt3,0,0,0,0
Tekt4,0,0,0,0
Tekt5,0,321,0,152
Telo2,0,567,200,51
Ten1,892,484,106,730
Tenc1,0,0,0,0
Tenm1,0,1,1058,4
Tenm2,68,1415,1635,29
Tenm3,140,0,81,185
Tenm4,4,2,297,0
Tep1,0,4,78,0
Tepp,0,0,0,0
Terc,0,0,0,0
Terf1,0,152,0,0
Terf2,0,441,306,612
Terf2ip,182,747,124,108
Tert,0,0,0,0
Tes,0,0,0,0
Tesc,1064,555,36,494
Tescl,0,0,0,0
Tesk1,0,22,0,0
Tesk2,0,368,0,0
Tespa1,0,0,0,0
Tet1,1,1,3,134
Tet2,4,944,7,47
Tet3,14,95,5,90
Tex10,48,1112,11,21
Tex101,0,0,0,0
Tex11,0,0,0,0
Tex12,0,0,0,0
Tex13,0,0,0,0
Tex13a,0,0,0,0
Tex14,0,0,0,0
Tex15,495,0,0,0
Tex16,1,0,0,0
Tex19.1,0,0,0,0
Tex19.2,0,0,0,0
Tex2,2,95,653,0
Tex21,0,0,0,0
Tex22,0,0,0,0
Tex24,0,7,0,0
Tex26,0,0,0,0
Tex261,0,148,11,638
Tex264,0,1134,44,363
Tex28,0,0,0,0
Tex29,0,0,0,0
Tex30,22,352,0,0
Tex33,0,0,0,0
Tex35,0,0,0,0
Tex36,0,0,0,0
Tex37,0,0,0,0
Tex38,0,0,0,0
Tex40,0,0,9,0
Tex9,44,8,36,319
Tfam,7,1106,14,714
Tfap2a,17,17,53,5
Tfap2b,271,1,1,2
Tfap2c,0,0,0,0
Tfap2d,0,0,0,0
Tfap2e,0,0,0,0
Tfap4,0,0,12,2
Tfb1m,554,250,0,0
Tfb2m,202,79,0,58
Tfcp2,66,11,103,259
Tfcp2l1,0,1,0,0
Tfdp1,0,431,0,46
Tfdp2,0,16,57,0
Tfe3,127,0,74,66
Tfeb,0,0,34,192
Tfec,0,0,0,0
Tff1,0,0,0,0
Tff2,0,0,0,0
Tff3,0,0,0,0
Tfg,240,1800,358,1195
Tfip11,15,693,7,212
Tfpi,0,0,0,0
Tfpi2,0,0,0,0
Tfpt,594,303,21,870
Tfr2,0,0,337,0
Tfrc,1,520,19,0
Tg,0,0,0,0
Tgds,118,0,3,0
Tgfa,0,80,0,1806
Tgfb1,0,0,0,0
Tgfb1i1,0,0,4,0
Tgfb2,14,303,181,1175
Tgfb3,17,0,0,2
Tgfbi,0,0,0,0
Tgfbr1,0,77,744,987
Tgfbr2,0,0,59,10
Tgfbr3,0,154,1,0
Tgfbrap1,0,291,0,0
Tgif1,0,0,0,1
Tgif2,0,0,0,0
Tgif2lx1,0,0,0,0
Tgif2lx2,0,0,0,0
Tgm1,0,0,0,0
Tgm2,0,0,0,0
Tgm3,0,8,1,0
Tgm4,0,333,0,0
Tgm5,0,0,0,0
Tgm6,0,0,0,0
Tgm7,0,0,0,0
Tgoln1,1027,864,126,607
Tgoln2,0,0,0,0
Tgs1,41,927,88,737
Tgtp1,0,0,0,0
Tgtp2,0,0,0,0
Th,0,0,0,0
Tha1,0,0,0,0
Thada,1,2,3,1
Thap1,1539,31,0,0
Thap11,1,376,2,711
Thap2,7,282,10,545
Thap3,0,252,6,261
Thap4,0,346,0,6
Thap6,38,13,39,5
Thap7,2250,196,0,0
Thbd,0,0,1,5
Thbs1,0,0,0,0
Thbs2,72,0,0,0
Thbs3,0,19,45,0
Thbs4,0,0,0,105
Theg,0,0,0,0
Them4,156,627,27,1043
Them5,0,0,0,0
Them6,0,82,4,130
Themis,0,0,0,0
Themis2,0,0,0,0
Themis3,0,0,0,0
Thg1l,0,20,0,0
Thnsl1,0,593,1,0
Thnsl2,0,0,0,0
Thoc1,829,123,45,239
Thoc2,889,737,267,682
Thoc3,0,575,43,168
Thoc5,0,243,0,2
Thoc6,0,0,0,0
Thoc7,912,271,757,1428
Thop1,0,972,1,0
Thpo,0,2,0,0
Thra,1341,1269,409,158
Thrap3,131,453,467,242
Thrb,21,70,225,1
Thrsp,0,828,0,1946
Thsd1,0,0,0,0
Thsd4,0,1,3,0
Thsd7a,691,306,1146,260
Thsd7b,0,0,0,0
Thtpa,2273,391,0,0
Thumpd1,64,1191,879,194
Thumpd2,0,287,0,610
Thumpd3,0,612,44,407
Thy1,293,684,1045,731
Thyn1,105,367,0,267
Tia1,15,1266,199,1782
Tial1,695,716,194,13
Tiam1,1,343,758,379
Tiam2,0,711,47,95
Ticam1,0,0,0,0
Ticam2,0,0,0,0
Ticrr,0,0,0,0
Tie1,0,0,0,0
Tifa,25,0,0,0
Tifab,0,0,0,0
Tigd2,0,340,28,568
Tigd3,9,12,11,3
Tigd4,0,0,0,0
Tigd5,0,4,0,118
Tigit,156,65,54,32
Timd2,0,0,0,0
Timd4,0,0,0,0
Timeless,0,237,0,0
Timm10,766,565,443,809
Timm10b,244,352,174,559
Timm13,4758,2096,951,2671
Timm17a,1539,1551,13,2016
Timm17b,72,120,124,1147
Timm21,0,0,0,51
Timm22,1137,966,657,67
Timm23,2942,1909,433,2855
Timm44,514,52,36,47
Timm50,0,392,2,54
Timm8a1,0,221,20,240
Timm8a2,0,0,0,0
Timm8b,1919,1352,374,3056
Timm9,867,356,211,688
Timmdc1,321,144,551,250
Timp1,0,0,0,0
Timp2,1234,983,1431,215
Timp3,518,130,379,769
Timp4,178,593,0,1119
Tinag,0,0,0,0
Tinagl1,0,0,0,0
Tinf2,0,291,0,68
Tiparp,0,88,0,731
Tipin,0,4,0,401
Tiprl,0,748,176,344
Tirap,42,66,66,67
Tjap1,0,0,448,0
Tjp1,11,1127,40,402
Tjp2,0,0,248,546
Tjp3,0,0,0,0
Tk1,0,0,0,0
Tk2,27,185,24,41
Tkt,830,1596,52,17
Tktl1,0,0,0,0
Tktl2,0,0,0,0
Tlcd1,0,0,0,1169
Tlcd2,9,29,41,17
Tle1,3,681,5,546
Tle2,0,0,9,143
Tle3,1,0,0,0
Tle4,314,784,18,43
Tle6,0,0,0,0
Tlk1,655,390,126,482
Tlk2,52,344,15,57
Tll1,12,2,7,0
Tll2,0,0,0,0
Tln1,51,651,2,28
Tln2,1235,300,94,0
Tlr1,0,0,0,0
Tlr11,0,0,0,0
Tlr12,0,0,0,0
Tlr13,0,0,0,0
Tlr2,0,0,0,0
Tlr3,47,0,0,0
Tlr4,0,0,0,0
Tlr5,0,0,0,0
Tlr6,0,0,0,0
Tlr7,0,0,0,0
Tlr8,0,0,0,0
Tlr9,0,0,0,0
Tlx1,0,0,0,0
Tlx2,0,0,0,0
Tlx3,0,0,0,0
Tm2d1,854,328,721,563
Tm2d2,1,1017,7,1126
Tm2d3,956,407,116,498
Tm4sf1,1,0,4,264
Tm4sf19,0,0,0,0
Tm4sf20,0,0,0,0
Tm4sf4,0,0,0,0
Tm4sf5,0,0,0,0
Tm6sf1,0,0,0,0
Tm6sf2,0,0,0,0
Tm7sf2,0,56,0,156
Tm7sf3,0,462,296,485
Tm9sf1,0,318,0,0
Tm9sf2,0,1960,243,1171
Tm9sf3,117,158,153,206
Tm9sf4,0,1302,18,6
Tma16,0,16,0,0
Tma7,921,2190,742,2771
Tmbim1,0,17,23,0
Tmbim4,1081,474,563,0
Tmbim6,2565,2853,1380,834
Tmc1,0,0,0,0
Tmc2,11,5,4,0
Tmc3,0,1,0,0
Tmc4,0,0,0,0
Tmc5,0,0,0,0
Tmc6,0,0,0,0
Tmc7,0,50,11,0
Tmc8,1,0,0,0
Tmcc1,1052,311,142,23
Tmcc2,0,1131,309,741
Tmcc3,0,94,0,465
Tmco1,689,525,1052,174
Tmco2,0,0,0,0
Tmco3,31,638,6,62
Tmco4,0,0,0,0
Tmco5,0,1,0,0
Tmco5b,0,0,0,0
Tmco6,0,0,0,0
Tmed1,0,0,0,0
Tmed10,135,274,72,2133
Tmed11,0,0,0,0
Tmed2,47,1355,256,2279
Tmed3,0,48,0,0
Tmed4,1462,1264,792,514
Tmed5,24,340,17,339
Tmed6,0,0,0,0
Tmed7,43,27,1216,125
Tmed8,0,166,31,654
Tmed9,6,925,175,532
Tmeff1,0,330,236,968
Tmeff2,387,1751,1305,645
Tmem100,1,0,0,708
Tmem101,0,161,33,438
Tmem102,0,0,0,0
Tmem104,0,0,0,0
Tmem106a,0,0,0,0
Tmem106b,344,318,105,659
Tmem106c,1568,4,198,72
Tmem107,0,0,0,0
Tmem108,0,1439,31,347
Tmem109,0,1436,1124,44
Tmem11,37,559,0,432
Tmem110,0,29,0,2
Tmem115,0,427,0,126
Tmem116,0,0,0,0
Tmem117,0,0,78,0
