,GSM3690880_HC_NG17_htseq,GSM3690879_HC_NG16_htseq,GSM3690878_HC_NG15_htseq
Smap2,338,10,358
Smarca1,600,88,330
Smarca2,3285,495,5634
Smarca4,1772,130,1731
Smarca5,317,80,5
Smarca5-ps,0,0,0
Smarcad1,0,0,757
Smarcal1,0,0,250
Smarcb1,273,1,1155
Smarcc1,27,1906,324
Smarcc2,500,51,939
Smarcd1,508,98,798
Smarcd2,1071,0,0
Smarcd3,170,125,344
Smarce1,547,1690,301
Smc1a,2162,254,1291
Smc1b,0,0,0
Smc2,252,177,819
Smc3,239,47,18
Smc4,854,1365,0
Smc5,4,7,336
Smc6,760,1,2
Smchd1,462,0,235
Smcp,0,0,0
Smcr7,0,0,0
Smcr7l,0,0,0
Smcr8,0,0,18
Smek1,1,3,690
Smek2,0,1559,261
Smg1,1066,42,2918
Smg5,153,3,9
Smg6,55,0,293
Smg7,48,654,301
Smg8,0,0,0
Smg9,133,0,366
Smgc,0,0,0
Smim1,0,0,0
Smim11,0,748,118
Smim12,0,0,580
Smim13,1081,52,2016
Smim14,2006,970,1551
Smim15,3,0,698
Smim18,0,0,0
Smim3,485,0,0
Smim4,162,0,195
Smim5,0,0,0
Smim6,0,0,0
Smim7,1402,0,1182
Smim8,361,0,11
Smim9,0,0,0
Smlr1,0,0,0
Smn1,93,65,351
Smndc1,167,211,490
Smo,0,1041,0
Smoc1,5,0,0
Smoc2,0,1213,2536
Smok2a,0,0,0
Smok2b,0,0,0
Smok3a,0,0,0
Smok3b,0,0,0
Smok4a,0,0,0
Smox,1023,43,0
Smpd1,733,163,1192
Smpd2,0,0,0
Smpd3,969,184,775
Smpd4,1,14,529
Smpd5,0,0,0
Smpdl3a,1134,0,0
Smpdl3b,0,0,0
Smpx,0,0,0
Smr2,0,0,0
Smr3a,0,0,0
Sms,2251,1887,1421
Smtn,0,0,0
Smtnl1,0,0,0
Smtnl2,32,29,60
Smu1,1168,61,613
Smug1,0,0,1051
Smurf1,0,0,205
Smurf2,28,0,0
Smyd1,0,0,0
Smyd2,810,26,1408
Smyd3,3,2,2
Smyd4,17,2,34
Smyd5,0,0,0
Snai1,0,0,0
Snai2,37,8,43
Snai3,0,0,0
Snap23,0,0,0
Snap25,36924,14236,31525
Snap29,0,1,0
Snap47,3620,14,5267
Snap91,536,749,4231
Snapc1,0,5,11
Snapc2,27,19,160
Snapc3,0,1354,8
Snapc4,0,0,16
Snapc5,0,5,449
Snapin,179,0,0
Snca,0,0,0
Sncaip,0,0,0
Sncb,771,706,1302
Sncg,0,7,0
Snd1,59,0,1063
Sned1,0,0,0
Snf8,58,0,199
Snhg1,259,0,100
Snhg10,0,0,83
Snhg11,5231,19,3064
Snhg12,174,0,0
Snhg3,206,1,108
Snhg4,0,19,21
Snhg5,0,0,0
Snhg6,0,0,56
Snhg7,0,0,26
Snhg8,0,235,10
Snhg9,30,0,1
Snip1,0,0,0
Snn,463,253,456
Snora15,0,0,0
Snora16a,0,0,0
Snora17,0,0,0
Snora19,0,0,0
Snora20,0,0,0
Snora21,0,0,0
Snora23,0,0,0
Snora24,0,0,0
Snora26,0,0,0
Snora28,0,0,0
Snora2b,0,0,0
Snora3,0,0,0
Snora30,0,0,0
Snora31,0,0,0
Snora33,0,0,0
Snora34,0,0,0
Snora35,0,0,0
Snora36b,0,0,0
Snora41,0,0,0
Snora43,0,0,0
Snora44,0,0,0
Snora47,0,0,0
Snora52,0,0,0
Snora5c,14,0,0
Snora61,0,0,0
Snora62,0,0,0
Snora64,0,0,0
Snora65,0,0,0
Snora68,0,0,0
Snora69,0,0,0
Snora70,0,0,41
Snora74a,0,0,0
Snora75,0,0,0
Snora78,0,0,0
Snora7a,0,0,0
Snora81,0,4,4
Snord100,0,0,0
Snord104,0,0,0
Snord11,0,0,0
Snord110,0,0,0
Snord111,0,0,0
Snord116,0,0,0
Snord116l1,0,0,0
Snord116l2,0,0,0
Snord118,0,0,0
Snord12,0,0,0
Snord123,0,0,0
Snord14a,0,0,0
Snord14c,0,0,0
Snord14d,0,0,0
Snord15a,0,0,0
Snord15b,0,0,0
Snord16a,0,0,0
Snord17,0,0,0
Snord19,0,0,0
Snord1a,0,0,0
Snord1b,0,0,0
Snord1c,0,0,0
Snord2,0,0,0
Snord22,0,0,0
Snord23,0,0,0
Snord32a,0,0,0
Snord33,0,0,0
Snord34,0,0,0
Snord35a,0,0,0
Snord35b,0,0,52
Snord37,0,0,0
Snord38a,0,0,0
Snord42a,0,0,0
Snord42b,0,0,0
Snord43,0,0,0
Snord45b,0,0,0
Snord45c,0,0,0
Snord47,0,0,0
Snord49a,0,0,0
Snord49b,0,0,0
Snord4a,0,0,0
Snord52,0,0,0
Snord53,0,0,0
Snord55,0,0,0
Snord57,0,0,0
Snord58b,0,0,0
Snord61,0,0,0
Snord64,0,0,0
Snord65,0,0,0
Snord66,0,0,0
Snord67,0,0,0
Snord68,0,0,0
Snord69,0,0,0
Snord7,0,0,0
Snord70,0,0,0
Snord71,0,0,0
Snord72,0,0,0
Snord73a,0,0,0
Snord8,0,0,0
Snord82,0,0,0
Snord83b,0,0,0
Snord85,0,0,0
Snord87,0,0,0
Snord88a,0,0,0
Snord88c,0,0,0
Snord89,0,0,16
Snord90,0,0,0
Snord91a,0,0,0
Snord92,0,0,0
Snord93,0,0,0
Snord95,0,0,0
Snord96a,0,0,0
Snord98,0,0,0
Snord99,0,0,0
Snph,1687,1529,2305
Snrk,0,22,626
Snrnp200,1,233,80
Snrnp25,417,0,203
Snrnp27,1114,85,815
Snrnp35,0,0,243
Snrnp40,814,0,1044
Snrnp48,0,1,2
Snrnp70,640,46,354
Snrpa,702,787,251
Snrpa1,397,578,491
Snrpb,863,658,1959
Snrpb2,323,0,427
Snrpc,8,6,88
Snrpd1,620,39,864
Snrpd2,455,248,369
Snrpd3,324,1626,666
Snrpe,471,933,708
Snrpf,177,126,92
Snrpg,1043,348,570
Snrpn,0,130,31
Snta1,2,0,0
Sntb1,0,0,0
Sntb2,0,213,5
Sntg1,0,0,0
Sntg2,0,0,0
Sntn,0,0,0
Snupn,0,0,48
Snurf,0,0,0
Snw1,1712,220,614
Snx1,988,0,336
Snx10,453,247,1160
Snx11,0,1089,888
Snx12,939,1,175
Snx13,164,103,57
Snx14,0,214,305
Snx15,25,0,654
Snx16,7,0,741
Snx17,1827,95,1211
Snx18,7,0,0
Snx19,0,74,894
Snx2,232,2609,1233
Snx20,0,0,0
Snx21,2,0,2
Snx22,101,0,0
Snx24,926,0,504
Snx25,10,0,1
Snx27,620,51,1996
Snx29,0,0,447
Snx3,2128,1916,2610
Snx30,32,87,228
Snx31,0,0,0
Snx32,737,4,780
Snx33,0,0,0
Snx4,0,1,1
Snx5,45,79,659
Snx6,935,59,102
Snx7,100,0,0
Snx8,0,0,0
Snx9,0,35,0
Soat1,565,0,8
Soat2,50,7,60
Sobp,21,364,443
Socs1,0,0,82
Socs2,0,0,0
Socs3,0,0,0
Socs4,0,0,3
Socs5,702,0,55
Socs6,0,0,0
Socs7,537,0,1154
Sod1,3684,2034,4265
Sod2,1683,142,268
Sod3,0,0,0
Soga2,0,7,2
Soga3,262,249,518
Sohlh1,0,0,0
Sohlh2,0,0,0
Solh,0,0,296
Son,2239,776,3622
Sorbs1,577,14,1055
Sorbs2,3268,4,2995
Sorbs3,0,0,0
Sorcs1,381,0,0
Sorcs2,0,0,564
Sorcs3,695,2,2
Sord,954,0,0
Sorl1,1734,16,1831
Sort1,641,3316,2648
Sos1,7,120,11
Sos2,37,0,170
Sost,0,0,0
Sostdc1,0,0,247
Sowaha,744,689,2883
Sowahb,5,2,6
Sowahc,0,0,0
Sowahd,0,0,0
Sox1,0,0,0
Sox10,4,0,0
Sox11,2489,55,711
Sox12,0,0,66
Sox13,19,0,0
Sox14,0,0,0
Sox15,0,0,0
Sox17,0,0,0
Sox18,0,0,195
Sox2,0,13,3
Sox21,0,0,0
Sox2ot,51,5,4
Sox3,0,0,0
Sox30,0,0,0
Sox4,0,4,0
Sox5,937,4,1
Sox6,0,0,0
Sox7,3,2,16
Sox8,15,0,136
Sox9,1,1,11
Sp1,0,0,2
Sp100,0,0,0
Sp110,7,4,24
Sp140,0,3,0
Sp2,0,0,0
Sp3,86,0,785
Sp4,752,0,2
Sp5,0,0,0
Sp6,0,0,0
Sp7,204,0,0
Sp8,0,0,0
Sp9,0,27,0
Spa17,45,24,0
Spaca1,0,0,0
Spaca3,0,0,0
Spaca4,0,0,0
Spaca5,0,0,0
Spaca7,0,0,0
Spag1,13,0,356
Spag11a,0,0,0
Spag11b,0,0,0
Spag16,0,0,0
Spag17,0,0,0
Spag4,0,0,0
Spag5,0,0,0
Spag6,47,0,0
Spag7,1188,195,679
Spag8,0,0,0
Spag9,1017,183,897
Spam1,0,0,0
Sparc,1165,57,309
Sparcl1,6788,1262,6873
Spast,2,19,292
Spata1,0,0,0
Spata13,0,2,267
Spata16,0,0,0
Spata17,0,0,0
Spata18,0,0,0
Spata19,0,0,0
Spata2,247,0,895
Spata20,0,0,0
Spata21,0,0,0
Spata22,0,0,0
Spata24,0,0,0
Spata25,0,0,0
Spata2l,103,0,369
Spata3,0,0,0
Spata31,0,0,0
Spata31d1a,0,0,0
Spata31d1b,0,0,0
Spata31d1c,0,0,0
Spata31d1d,3,0,0
Spata32,0,0,0
Spata4,0,0,0
Spata5,5,0,219
Spata5l1,0,0,0
Spata6,0,0,0
Spata7,0,0,244
Spata9,0,0,0
Spatc1,0,0,0
Spatc1l,0,0,0
Spats1,0,0,140
Spats2,0,0,3
Spats2l,0,14,27
Spc24,28,15,24
Spc25,0,0,0
Spcs1,545,762,2469
Spcs2,1677,32,1937
Spcs3,673,0,1090
Spdef,0,0,0
Spdl1,0,0,0
Spdya,0,0,0
Spdyb,0,0,0
Specc1,154,0,1483
Specc1l,280,3,312
Speer1-ps1,0,0,0
Speer2,0,0,0
Speer3,0,0,0
Speer4a,0,0,0
Speer4b,0,0,0
Speer4d,0,0,0
Speer4e,0,0,0
Speer4f,0,0,0
Speer5-ps1,0,0,0
Speer6-ps1,0,0,0
Speer7-ps1,0,0,0
Speer8-ps1,0,0,0
Speer9-ps1,0,0,0
Spef1,0,0,22
Spef2,0,0,0
Speg,686,737,606
Spem1,0,0,0
Spen,58,206,40
Spert,0,0,0
Spesp1,0,0,0
Spg11,0,0,0
Spg20,379,11,0
Spg21,1098,0,400
Spg7,216,272,130
Sphk1,0,0,0
Sphk2,0,1674,0
Sphkap,1225,5,2160
Spib,2,3,3
Spic,0,0,0
Spice1,0,12,22
Spin1,584,1164,1640
Spin2,635,0,0
Spin4,0,0,0
Spink10,0,0,0
Spink11,0,0,0
Spink12,0,0,0
Spink13,0,0,0
Spink14,0,0,0
Spink2,0,0,0
Spink3,0,0,0
Spink4,0,0,0
Spink5,0,0,0
Spink6,0,0,0
Spink7,0,0,0
Spink8,0,0,0
Spinkl,0,0,0
Spint1,427,0,0
Spint2,833,0,482
Spint3,0,0,0
Spint4,0,0,0
Spint5,0,0,0
Spire1,0,32,328
Spire2,0,0,2
Spn,0,0,0
Spn-ps,0,0,0
Spns1,135,0,1247
Spns2,1,0,126
Spns3,0,0,0
Spo11,0,0,0
Spock1,20,0,0
Spock2,70,74,370
Spock3,796,103,1230
Spon1,797,1,3292
Spon2,0,0,0
Spop,2878,1758,2352
Spopl,409,0,41
Spp1,0,0,3
Spp2,0,0,0
Sppl2a,56,109,731
Sppl2b,0,0,0
Sppl2c,0,0,0
Sppl3,818,0,566
Spr,0,550,786
Spred1,0,0,540
Spred2,1,40,107
Spred3,0,0,6
Sprn,828,381,5881
Sprr1a,0,0,0
Sprr1b,0,0,0
Sprr2a1,0,0,0
Sprr2a2,0,0,0
Sprr2b,0,0,0
Sprr2d,0,0,0
Sprr2e,0,0,0
Sprr2f,0,0,0
Sprr2g,0,0,0
Sprr2h,0,0,0
Sprr2i,0,0,0
Sprr2j-ps,0,0,0
Sprr2k,0,0,0
Sprr3,0,0,0
Sprr4,0,0,0
Sprtn,0,0,0
Spry1,0,0,0
Spry2,414,467,247
Spry3,673,0,0
Spry4,0,0,0
Spryd3,397,203,433
Spryd4,933,0,0
Spryd7,752,62,653
Spsb1,85,128,0
Spsb2,0,0,0
Spsb3,2113,66,270
Spsb4,0,0,0
Spt1,0,0,0
Spta1,0,0,0
Sptan1,259,141,5507
Sptb,0,10,110
Sptbn1,806,164,2518
Sptbn2,185,52,1260
Sptbn4,697,469,277
Sptlc1,0,1,256
Sptlc2,0,0,372
Sptlc3,0,0,0
Sptssa,1,507,668
Sptssb,0,0,0
Spty2d1,1403,83,0
Spz1,0,0,0
Sqle,2,0,0
Sqrdl,0,0,0
Sqstm1,6877,2789,5519
Sra1,411,0,122
Srbd1,0,0,0
Src,0,52,1256
Srcin1,22,14,418
Srcrb4d,20,0,0
Srd5a1,0,0,138
Srd5a2,0,0,0
Srd5a3,899,9,3
Srebf1,327,0,0
Srebf2,542,0,263
Srek1,676,239,859
Srek1ip1,823,21,298
Srf,0,0,204
Srfbp1,0,6,799
Srgap1,0,0,0
Srgap2,0,0,394
Srgap3,1565,26,2114
Srgn,0,0,0
Sri,1353,419,354
Srl,0,0,517
Srm,180,1178,1308
Srms,0,0,0
Srp14,2738,1,1742
Srp19,529,769,722
Srp54a,365,1,59
Srp54b,0,0,0
Srp54c,0,0,0
Srp68,194,0,434
Srp72,395,903,1213
Srp9,2957,2308,747
Srpk1,1281,5,121
Srpk2,1242,1093,4094
Srpk3,0,0,0
Srpr,1,3231,805
Srprb,853,20,45
Srpx,0,0,0
Srpx2,0,0,0
Srr,501,1,669
Srrd,0,0,0
Srrm1,1998,395,792
Srrm2,1005,1229,885
Srrm3,68,0,173
Srrm4,74,13,68
Srrt,10,96,118
Srsf1,1147,1071,729
Srsf10,70,2,1372
Srsf11,328,373,1330
Srsf12,1003,8,9
Srsf2,800,358,782
Srsf3,1975,2387,1633
Srsf4,834,172,248
Srsf5,862,131,1083
Srsf6,138,1,609
Srsf7,0,29,2658
Srsf9,110,347,560
Srxn1,323,998,0
Sry,0,0,0
Ss18,126,1036,242
Ss18l1,1630,985,0
Ssb,545,798,3495
Ssbp1,69,368,27
Ssbp2,129,0,3046
Ssbp3,1023,786,829
Ssbp4,859,0,573
Ssc5d,0,0,0
Ssfa2,0,76,50
Ssh1,0,1,0
Ssh2,0,1122,235
Ssh3,0,0,0
Ssna1,665,1612,1183
Sspn,0,5,50
Sspo,0,0,0
Ssr1,1708,13,2687
Ssr2,1060,1904,876
Ssr3,1126,1021,900
Ssr4,9,58,122
Ssrp1,83,106,1387
Sssca1,232,0,316
Sst,0,5,0
Sstr1,0,9,1759
Sstr2,0,0,363
Sstr3,0,0,22
Sstr4,0,0,0
Sstr5,0,0,0
Ssty1,0,0,0
Ssty2,0,0,0
Ssu2,0,0,0
Ssu72,10,764,1469
Ssx2ip,847,0,425
Ssx9,0,0,0
Ssxb1,0,0,0
Ssxb10,0,0,0
Ssxb2,0,0,0
Ssxb3,0,0,0
Ssxb5,0,0,0
Ssxb6,0,0,0
Ssxb8,0,0,0
Ssxb9,0,0,0
St13,916,1886,432
St14,0,0,0
St18,1620,4,438
St3gal1,1,1,983
St3gal2,1150,9,955
St3gal3,0,15,2
St3gal4,0,0,208
St3gal5,1285,11,901
St3gal6,0,0,0
St5,59,0,3
St6gal1,0,0,0
St6gal2,0,0,0
St6galnac1,1,0,0
St6galnac2,0,0,0
St6galnac3,0,0,145
St6galnac4,1219,0,14
St6galnac5,240,233,2543
St6galnac6,318,0,117
St7,231,0,0
St7l,20,10,819
St8sia1,101,75,311
St8sia2,0,0,0
St8sia3,139,2862,1210
St8sia4,186,1,117
St8sia5,0,0,0
St8sia6,0,0,0
Stab1,0,0,0
Stab2,0,9,0
Stac,0,0,0
Stac2,601,0,0
Stac3,0,0,0
Stag1,177,0,655
Stag2,640,11,36
Stag3,0,0,0
Stam,1569,56,28
Stam2,162,0,393
Stambp,8,0,762
Stambpl1,638,0,78
Stap1,0,0,0
Stap2,0,0,0
Star,0,0,0
Stard10,187,0,0
Stard13,1296,1,0
Stard3,0,0,0
Stard3nl,845,0,869
Stard4,0,1,10
Stard5,17,0,40
Stard6,0,0,0
Stard7,1694,2,2078
Stard8,0,0,0
Stat1,18,44,8
Stat2,0,0,242
Stat3,5,362,5
Stat4,0,0,0
Stat5a,0,0,0
Stat5b,0,0,0
Stat6,0,0,0
Stau1,592,0,0
Stau2,0,89,312
Stbd1,0,0,0
Stc1,42,0,421
Stc2,0,1,0
Steap1,0,0,0
Steap2,112,22,24
Steap3,0,2,1
Steap4,0,0,0
Stfa1,0,0,0
Stfa2,0,0,0
Stfa2l1,0,0,0
Stfa3,0,0,0
Stil,0,0,0
Stim1,0,630,1174
Stim2,483,439,519
Stip1,1517,515,2216
Stk10,0,0,2
Stk11,0,0,70
Stk11ip,1109,23,0
Stk16,0,0,597
Stk17b,0,695,0
Stk19,0,0,254
Stk24,42,0,0
Stk25,846,250,2649
Stk3,173,0,698
Stk30,207,0,419
Stk31,0,0,0
Stk32a,8,6,1
Stk32b,1431,1,504
Stk32c,0,0,1311
Stk33,0,0,0
Stk35,0,196,0
Stk36,0,0,0
Stk38,0,2652,14
Stk38l,15,0,0
Stk39,476,9,963
Stk4,0,59,156
Stk40,0,0,0
Stmn1,5950,1422,3198
Stmn1-rs1,0,0,0
Stmn2,1187,20,1372
Stmn3,1786,2114,3938
Stmn4,1913,1303,1979
Stmnd1,0,0,0
Stom,0,0,1
Stoml1,0,0,1409
Stoml2,0,0,297
Stoml3,0,0,0
Ston1,0,0,0
Ston2,29,1161,110
Stox1,0,0,0
Stox2,616,96,214
Stpg1,0,0,0
Stpg2,0,0,0
Stra13,0,0,83
Stra6,0,0,946
Stra8,0,0,0
Strada,13,6,509
Stradb,0,0,1
Strap,302,1298,2077
Strbp,1840,162,1328
Strc,0,0,0
Strip1,0,0,56
Strip2,0,0,2
Strn,0,0,22
Strn3,413,1548,1233
Strn4,0,596,1308
Stt3a,0,0,249
Stt3b,407,0,419
Stub1,1525,0,1046
Stx11,0,0,0
Stx12,1627,2029,1776
Stx16,845,36,555
Stx17,0,0,0
Stx18,862,77,335
Stx19,0,0,0
Stx1a,4,1845,291
Stx1b,601,83,1
Stx2,0,0,0
Stx3,0,74,0
Stx4a,182,79,697
Stx5a,414,0,390
Stx6,1905,1646,1213
Stx7,749,181,359
Stx8,373,1578,351
Stxbp1,1723,3320,4739
Stxbp2,820,42,270
Stxbp3a,0,7,5
Stxbp3b,0,23,0
Stxbp4,1327,9,54
Stxbp5,620,1014,48
Stxbp5l,151,2,600
Stxbp6,5125,232,8309
Styk1,0,0,0
Styx,0,0,475
Styxl1,0,0,0
Sub1,2067,2438,5341
Sucla2,1056,894,2803
Suclg1,1654,28,2554
Suclg2,0,0,0
Sucnr1,0,0,0
Suco,1,0,5
Suds3,0,0,273
Sufu,0,0,322
Sugp1,0,0,537
Sugp2,6,0,358
Sugt1,16,439,628
Sulf1,0,0,0
Sulf2,0,0,0
Sult1a1,0,0,0
Sult1b1,0,0,0
Sult1c1,0,0,0
Sult1c2,0,0,0
Sult1d1,0,0,0
Sult1e1,0,0,0
Sult2a1,0,0,0
Sult2a2,0,0,0
Sult2a3,0,0,0
Sult2a4,0,0,0
Sult2a5,0,0,0
Sult2a6,0,0,0
Sult2a7,0,0,0
Sult2b1,0,0,0
Sult3a1,0,0,0
Sult4a1,1499,2032,2013
Sult5a1,0,0,0
Sult6b1,0,0,0
Sumf1,1,0,799
Sumf2,0,0,295
Sumo1,1956,1226,2010
Sumo2,2900,2756,2786
Sumo3,2335,1398,1690
Sun1,1288,8,1034
Sun2,0,16,106
Sun3,0,0,0
Sun5,0,0,0
Suox,0,160,0
Supt16,1,14,162
Supt20,0,0,389
Supt3,0,0,13
Supt4a,1033,772,411
Supt5,106,555,1981
Supt6,917,13,2521
Supt7l,53,2,22
Supv3l1,1400,1,4
Surf1,538,845,784
Surf2,522,0,222
Surf4,1001,114,75
Surf6,11,0,468
Susd1,0,0,0
Susd2,0,0,0
Susd3,0,0,0
Susd4,2374,916,2037
Susd5,0,0,0
Suv39h1,0,46,1590
Suv39h2,0,0,0
Suv420h1,73,27,461
Suv420h2,85,0,2
Suz12,41,6,0
Sv2a,1219,226,4134
Sv2b,0,128,0
Sv2c,12,7,125
Sva,0,0,0
Sval1,0,0,0
Sval2,0,0,0
Sval3,0,0,0
Svep1,0,0,0
Svil,613,0,0
Svip,22,3,27
Svop,867,331,968
Svopl,8,4,4
Svs1,0,0,0
Svs2,0,0,0
Svs3a,0,0,0
Svs3b,0,0,0
Svs4,0,0,0
Svs5,0,0,0
Svs6,0,0,0
Swap70,0,0,0
Swi5,1118,29,2154
Swsap1,0,0,0
Swt1,67,134,8
Syap1,377,0,545
Sybu,1452,2434,4772
Syce1,0,0,0
Syce1l,0,0,0
Syce2,0,0,0
Syce3,0,0,0
Sycn,0,0,0
Sycp1,0,0,0
Sycp1-ps1,0,0,0
Sycp2,0,0,5
Sycp3,96,0,0
Syde1,0,0,0
Syde2,0,0,0
Syf2,140,15,571
Syk,0,0,0
Sympk,557,1,159
Syn1,2734,3649,5155
Syn2,2634,4939,6379
Syn3,41,4,899
Syna,0,1,376
Synb,0,0,0
Sync,0,0,0
Syncrip,334,1,1041
Syndig1,0,0,0
Syndig1l,0,6,0
Syne1,7758,5335,2074
Syne2,0,0,457
Syne3,0,2,0
Syne4,0,0,0
Syngr1,664,1931,1696
Syngr2,1,0,5
Syngr3,680,405,3332
Syngr4,0,0,32
Synj1,99,458,1988
Synj2,0,0,4
Synj2bp,1159,571,1292
Synm,2,0,0
Synpo,3109,490,1773
Synpo2,0,0,0
Synpo2l,6,0,1
Synpr,3674,463,8056
Synrg,2,1,714
Syp,3368,2018,9084
Sypl,2,430,326
Sypl2,0,0,0
Sys1,2015,1145,488
Syt1,7001,3578,7963
Syt10,0,0,297
Syt11,4680,1591,4683
Syt12,17,17,9
Syt13,1593,1059,1271
Syt14,0,0,535
Syt15,43,2,74
Syt16,81,0,706
Syt17,0,0,1748
Syt2,3,6,2
Syt3,14,74,1190
Syt4,1417,148,2441
Syt5,2997,6,3569
Syt6,1577,0,228
Syt7,819,255,1436
Syt8,0,0,0
Syt9,0,0,128
Sytl1,0,60,18
Sytl2,0,0,0
Sytl3,0,0,0
Sytl4,0,0,0
Sytl5,0,0,119
Syvn1,459,0,440
Szrd1,24,13,474
Szt2,574,0,0
T,0,0,0
T2,3,0,2
Taar1,0,0,0
Taar2,0,0,0
Taar3,0,0,0
Taar4,0,0,0
Taar5,0,0,0
Taar6,0,0,0
Taar7a,0,0,0
Taar7b,0,0,0
Taar7d,0,0,0
Taar7e,0,0,0
Taar7f,0,0,0
Taar8a,0,0,0
Taar8b,0,0,0
Taar8c,0,0,0
Taar9,0,0,0
Tab1,0,0,13
Tab2,1038,1,320
Tab3,0,0,0
Tac1,23,0,0
Tac2,44,0,0
Tac4,0,0,0
Tacc1,913,91,3076
Tacc2,0,0,584
Tacc3,0,0,14
Taco1,103,0,0
Tacr1,6,7,12
Tacr2,0,89,0
Tacr3,0,0,0
Tacstd2,0,0,0
Tada1,978,5,1032
Tada2a,0,0,1059
Tada2b,0,0,0
Tada3,0,0,518
Taf1,51,390,158
Taf10,17,131,195
Taf11,0,0,236
Taf12,845,0,0
Taf13,824,0,602
Taf15,2,0,1
Taf1a,7,0,27
Taf1b,0,0,0
Taf1c,564,0,0
Taf1d,706,0,76
Taf2,7,0,1
Taf3,120,19,20
Taf4a,0,0,2
Taf4b,0,1,0
Taf5,0,0,0
Taf5l,0,0,395
Taf6,226,0,506
Taf6l,0,0,0
Taf7,0,34,0
Taf7l,0,0,0
Taf8,0,0,121
Taf9,1586,0,280
Taf9b,999,78,610
Tagap,0,0,38
Tagap1,0,0,205
Tagln,0,2,0
Tagln2,1,1,1
Tagln3,2415,1807,4291
Tal1,0,0,0
Tal2,0,0,0
Taldo1,1033,0,2686
Tamm41,2,1,322
Tanc1,1079,294,1298
Tanc2,404,10,2884
Tango2,917,33,1961
Tango6,0,0,0
Tank,727,0,483
Taok1,3528,2739,2613
Taok2,45,5,219
Taok3,789,1145,774
Tap1,0,0,0
Tap2,0,0,0
Tapbp,103,0,33
Tapbpl,26,11,20
Tapt1,1727,0,0
Tarbp2,1,75,359
Tardbp,577,4,2884
Tarm1,0,0,0
Tars,0,0,1038
Tars2,849,367,1196
Tarsl2,0,0,0
Tas1r1,262,0,0
Tas1r2,0,0,0
Tas1r3,3,33,11
Tas2r102,0,0,0
Tas2r103,0,0,0
Tas2r104,0,0,0
Tas2r105,0,0,0
Tas2r106,0,0,0
Tas2r107,0,0,0
Tas2r108,0,0,0
Tas2r109,0,0,0
Tas2r110,0,0,0
Tas2r113,0,0,0
Tas2r114,0,0,0
Tas2r115,0,0,0
Tas2r116,0,0,0
Tas2r117,0,0,0
Tas2r118,0,0,0
Tas2r119,0,0,0
Tas2r120,0,0,0
Tas2r121,0,0,0
Tas2r122,0,0,0
Tas2r123,0,0,0
Tas2r124,0,0,0
Tas2r125,0,0,0
Tas2r126,0,0,0
Tas2r129,0,0,0
Tas2r130,0,0,0
Tas2r131,0,0,0
Tas2r134,0,0,0
Tas2r135,0,0,0
Tas2r136,0,0,0
Tas2r137,0,0,0
Tas2r138,0,0,0
Tas2r139,0,0,0
Tas2r140,0,0,0
Tas2r143,0,0,0
Tas2r144,0,0,0
Tasp1,0,0,590
Tat,0,0,0
Tatdn1,52,0,0
Tatdn2,0,0,70
Tatdn3,0,0,301
Tax1bp1,307,114,1421
Tax1bp3,0,0,0
Taz,0,97,0
Tbata,0,0,0
Tbc1d1,0,0,0
Tbc1d10a,647,0,8
Tbc1d10b,18,65,787
Tbc1d10c,0,0,0
Tbc1d12,0,0,0
Tbc1d13,18,28,12
Tbc1d14,2298,2,91
Tbc1d15,1429,0,339
Tbc1d16,681,0,626
Tbc1d17,1050,53,246
Tbc1d19,0,0,498
Tbc1d2,0,0,8
Tbc1d20,0,0,0
Tbc1d21,0,0,0
Tbc1d22a,1176,0,57
Tbc1d22b,0,0,420
Tbc1d23,0,558,0
Tbc1d24,530,256,292
Tbc1d25,0,0,647
Tbc1d2b,0,0,0
Tbc1d30,29,2,889
Tbc1d4,11,0,0
Tbc1d5,0,0,42
Tbc1d7,1,0,334
Tbc1d8,1,0,651
Tbc1d8b,545,0,216
Tbc1d9,0,0,41
Tbc1d9b,904,1,1182
Tbca,182,130,1064
Tbcb,614,0,899
Tbcc,0,0,131
Tbccd1,0,0,21
Tbcd,1,106,774
Tbce,0,0,6
Tbcel,1,0,492
Tbck,0,0,0
Tbk1,0,423,1290
Tbkbp1,458,6,12
Tbl1x,0,45,3
Tbl1xr1,45,125,1195
Tbl2,0,0,260
Tbl3,2,0,96
Tbp,0,0,0
Tbpl1,639,1,1098
Tbpl2,0,0,0
Tbr1,1,566,285
Tbrg1,682,2,527
Tbrg3,17,2,21
Tbrg4,0,0,421
Tbx1,0,0,0
Tbx10,0,0,0
Tbx15,0,1,0
Tbx18,5,16,12
Tbx19,0,0,0
Tbx2,0,0,0
Tbx20,4,3,3
Tbx21,0,0,0
Tbx22,3,1,2
Tbx3,0,0,0
Tbx4,0,0,0
Tbx5,4,5,12
Tbx6,0,0,0
Tbxa2r,0,0,0
Tbxas1,0,0,0
Tc2n,1,6,0
Tcaim,0,0,0
Tcam1,0,0,0
Tcap,0,0,0
Tcea1,342,838,678
Tcea2,534,0,404
Tcea3,0,0,0
Tceal1,0,0,2014
Tceal3,664,329,1111
Tceal5,708,1456,878
Tceal6,441,17,284
Tceal7,0,0,0
Tceal8,1369,94,624
Tceanc,0,0,39
Tceanc2,8,0,0
Tceb1,776,837,399
