,GSM3690875_HC_G15_htseq,GSM3690877_HC_G17_htseq,GSM3690876_HC_G16_htseq
Rnf135,0,0,0
Rnf138,2,0,16
Rnf139,429,218,70
Rnf14,198,1969,242
Rnf141,0,0,0
Rnf144a,19,4,0
Rnf144b,0,0,0
Rnf145,260,1090,1
Rnf146,121,68,1
Rnf148,0,0,0
Rnf149,212,45,82
Rnf150,136,110,16
Rnf151,0,0,0
Rnf152,145,25,7
Rnf157,694,1246,334
Rnf165,134,649,356
Rnf166,22,490,3
Rnf167,59,353,136
Rnf168,130,130,29
Rnf169,26,88,0
Rnf17,0,0,0
Rnf170,331,90,13
Rnf180,0,0,0
Rnf181,524,843,69
Rnf182,4,69,13
Rnf183,0,0,0
Rnf185,168,0,0
Rnf186,0,0,0
Rnf187,951,1992,17
Rnf19a,74,215,5
Rnf19b,57,158,0
Rnf2,0,212,0
Rnf20,391,901,33
Rnf207,0,0,0
Rnf208,127,670,8
Rnf214,10,54,1
Rnf215,0,77,0
Rnf216,18,501,4
Rnf217,0,0,47
Rnf219,52,5,3
Rnf220,387,161,135
Rnf222,0,0,0
Rnf223,0,0,0
Rnf24,0,35,0
Rnf25,84,0,0
Rnf26,0,262,0
Rnf31,543,0,1
Rnf32,263,0,0
Rnf34,40,101,2
Rnf38,4,0,66
Rnf39,0,0,0
Rnf4,14,244,0
Rnf40,64,167,239
Rnf41,168,1329,7
Rnf43,0,0,0
Rnf44,109,655,6
Rnf5,343,539,0
Rnf6,644,180,70
Rnf7,43,2794,0
Rnf8,18,223,225
Rnft1,111,13,51
Rnft2,2,833,92
Rngtt,10,0,0
Rnh1,2,392,0
Rnls,0,0,0
Rnmt,472,803,24
Rnmtl1,5,131,0
Rnpc3,94,3,14
Rnpep,54,1002,0
Rnpepl1,2,287,0
Rnps1,303,1471,943
Rnu11,0,0,0
Rnu12,0,0,0
Rnu6,0,0,0
Rnu7,0,0,0
Rnu73b,0,0,0
Robo1,269,38,33
Robo2,65,12,656
Robo3,446,0,0
Robo4,0,0,0
Rock1,171,40,113
Rock2,895,1403,318
Rogdi,587,2525,0
Rom1,0,57,0
Romo1,31,1162,0
Ropn1,0,0,0
Ropn1l,0,0,0
Ror1,0,0,0
Ror2,0,0,0
Rora,13,3,1
Rorb,130,242,121
Rorc,0,0,0
Ros1,0,0,0
Rp1,0,0,0
Rp1l1,0,0,0
Rp2h,44,54,0
Rp9,11,334,290
Rpa1,240,531,200
Rpa2,61,34,0
Rpa3,0,0,6
Rpain,36,0,0
Rpap1,0,0,0
Rpap2,39,0,59
Rpap3,68,3,49
Rpe,0,6,0
Rpe65,7,0,0
Rpf1,2,8,0
Rpf2,58,54,1
Rpgr,0,288,1
Rpgrip1,0,0,0
Rpgrip1l,0,32,0
Rph3a,622,1114,225
Rph3al,0,0,0
Rpia,0,0,0
Rpl10,132,1840,1781
Rpl10a,214,1843,310
Rpl10l,0,0,0
Rpl11,135,206,297
Rpl12,340,713,300
Rpl13,916,2164,889
Rpl13a,1702,2037,1041
Rpl14,660,562,508
Rpl15,549,1416,426
Rpl17,534,1217,1209
Rpl18,266,377,1
Rpl18a,348,2489,218
Rpl19,738,5277,558
Rpl21,613,2488,438
Rpl22,95,249,164
Rpl22l1,6,384,182
Rpl23,234,1793,387
Rpl23a,559,1011,892
Rpl24,413,1564,474
Rpl26,0,0,0
Rpl27,220,787,337
Rpl27a,386,806,709
Rpl28,197,652,257
Rpl29,92,1273,212
Rpl3,212,3001,445
Rpl30,0,0,0
Rpl31,134,681,56
Rpl31-ps12,0,5,3
Rpl32,153,667,477
Rpl34,0,20,0
Rpl34-ps1,0,3,0
Rpl35,328,1396,1210
Rpl35a,449,485,922
Rpl36,318,938,477
Rpl36a,204,14,91
Rpl36al,261,1994,139
Rpl37,169,298,333
Rpl37a,436,1748,875
Rpl38,438,1031,235
Rpl39,140,908,917
Rpl39l,0,0,0
Rpl3l,0,0,0
Rpl4,830,2675,573
Rpl41,1092,3601,1544
Rpl5,943,4874,92
Rpl6,661,1844,389
Rpl7,280,3997,610
Rpl7a,539,969,32
Rpl7l1,180,117,125
Rpl8,279,807,130
Rpl9,311,2002,805
Rplp0,109,2956,8
Rplp1,829,2052,1186
Rplp2,163,135,251
Rplp2-ps1,0,0,0
Rpn1,143,1986,18
Rpn2,204,324,28
Rpp14,155,580,0
Rpp21,7,4,0
Rpp25,0,0,0
Rpp25l,24,0,0
Rpp30,2,22,53
Rpp38,7,0,0
Rpp40,76,28,19
Rpph1,1,0,97
Rprd1a,139,537,389
Rprd1b,40,53,5
Rprd2,28,0,135
Rprl1,0,0,0
Rprl2,0,0,0
Rprl3,0,0,0
Rprm,14,0,194
Rprml,215,304,0
Rps10,451,837,1056
Rps11,135,888,622
Rps12,355,293,343
Rps13,519,1500,354
Rps14,329,1504,187
Rps15,406,837,1026
Rps15a,336,338,418
Rps15a-ps4,7,3,10
Rps15a-ps6,6,20,4
Rps16,107,760,69
Rps17,135,1202,37
Rps18,134,259,259
Rps19,712,1218,753
Rps19-ps3,1,2,2
Rps19bp1,253,729,64
Rps2,679,2956,575
Rps20,340,964,430
Rps21,156,495,475
Rps23,421,986,869
Rps24,572,1789,716
Rps25,332,1548,616
Rps26,223,823,185
Rps27,0,56,0
Rps27a,757,878,1053
Rps27l,538,542,260
Rps28,305,870,106
Rps29,587,1334,1011
Rps3,204,524,397
Rps3a1,392,1007,383
Rps4x,425,2907,853
Rps4y2,28,11,0
Rps5,259,883,59
Rps6,367,2233,372
Rps6ka1,0,0,0
Rps6ka2,32,15,184
Rps6ka3,0,0,0
Rps6ka4,0,0,0
Rps6ka5,1,21,18
Rps6ka6,0,0,0
Rps6kb1,242,64,64
Rps6kb2,77,0,0
Rps6kc1,32,5,0
Rps6kl1,0,250,8
Rps7,576,2721,292
Rps8,612,1409,1179
Rps9,344,1891,498
Rpsa,484,2114,1487
Rptn,0,0,0
Rptor,19,338,0
Rpusd1,14,189,0
Rpusd2,11,14,6
Rpusd3,12,0,0
Rpusd4,0,1,0
Rqcd1,5,56,0
Rrad,0,0,0
Rraga,8,356,0
Rragb,0,1,0
Rragc,83,0,149
Rragd,238,1116,29
Rras,1,0,0
Rras2,79,149,0
Rrbp1,123,92,0
Rreb1,1217,804,1
Rrh,0,0,0
Rrm1,0,0,0
Rrm2,0,0,0
Rrm2b,0,128,34
Rrn3,132,432,0
Rrnad1,59,3,2
Rrp1,91,3073,55
Rrp12,0,0,21
Rrp15,11,33,0
Rrp1b,99,7,6
Rrp36,20,967,22
Rrp7a,119,773,24
Rrp8,6,1,0
Rrp9,18,0,0
Rrs1,0,0,31
Rs1,2,0,0
Rsad1,56,2,260
Rsad2,0,0,0
Rsbn1,0,1,71
Rsbn1l,26,47,8
Rsc1a1,0,0,0
Rsf1,205,138,1639
Rsg1,0,0,0
Rsl1,1,0,0
Rsl1d1,19,16,248
Rsl24d1,22,840,0
Rslcan18,0,0,0
Rsph1,1,0,0
Rsph3a,0,1,0
Rsph3b,0,88,0
Rsph4a,49,3,1
Rsph6a,0,0,0
Rsph9,0,319,2
Rspo1,0,0,0
Rspo2,0,0,0
Rspo3,0,151,50
Rspo4,0,0,0
Rspry1,17,2,1
Rsrc1,84,13,10
Rsrc2,289,2317,71
Rsu1,132,0,5
Rtbdn,0,0,0
Rtca,20,43,0
Rtdr1,0,0,0
Rtel1,1,0,0
Rtf1,55,224,226
Rtfdc1,13,41,33
Rtkn,118,0,0
Rtkn2,28,45,4
Rtl1,0,0,0
Rtn1,1814,5649,698
Rtn2,0,45,0
Rtn3,2047,994,629
Rtn4,1202,2099,2026
Rtn4ip1,0,0,0
Rtn4r,2,21,0
Rtn4rl1,1232,1166,195
Rtn4rl2,6,2,7
Rtp1,0,0,0
Rtp2,0,2,0
Rtp3,7,2,0
Rtp4,3,0,0
Rttn,19,53,0
Rubie,0,0,0
Rufy1,35,15,0
Rufy2,185,0,102
Rufy3,1528,956,22
Rufy4,0,0,0
Rundc1,0,0,340
Rundc3a,318,178,299
Rundc3b,144,0,0
Runx1,0,0,0
Runx1t1,187,179,116
Runx2,18,1,6
Runx3,4,8,6
Rusc1,48,703,2
Rusc2,262,29,0
Ruvbl1,11,13,82
Ruvbl2,0,1148,0
Rwdd1,105,10,42
Rwdd2a,0,8,0
Rwdd2b,0,666,0
Rwdd3,0,2,0
Rwdd4a,44,0,0
Rxfp1,0,0,0
Rxfp2,0,0,0
Rxfp3,0,0,0
Rxfp4,0,0,0
Rxra,2,0,0
Rxrb,52,0,211
Rxrg,99,5,7
Rybp,5,1,125
Ryk,258,81,0
Ryr1,282,0,128
Ryr2,694,417,302
Ryr3,118,170,0
S100a1,159,241,45
S100a10,134,0,5
S100a11,1,0,0
S100a13,66,24,45
S100a14,0,0,0
S100a16,17,285,28
S100a2,0,0,0
S100a3,0,0,0
S100a4,0,0,0
S100a5,0,0,0
S100a6,16,201,0
S100a7a,0,0,0
S100a8,0,0,0
S100a9,0,0,0
S100b,283,143,343
S100g,0,0,0
S100pbp,29,0,0
S100z,0,0,0
S1pr1,324,85,23
S1pr2,0,0,0
S1pr3,0,0,0
S1pr4,98,38,35
S1pr5,0,0,0
Saa1,0,0,0
Saa2,0,0,0
Saa3,0,0,0
Saa4,21,9,23
Saal1,72,20,0
Sac3d1,0,403,16
Sacm1l,16,4,34
Sacs,0,0,0
Sae1,119,203,113
Safb,384,54,27
Safb2,536,2,3
Sag,0,0,0
Sall1,0,0,1
Sall2,31,4,30
Sall3,0,0,0
Sall4,0,0,0
Samd1,6,0,0
Samd10,1,0,0
Samd11,0,0,0
Samd12,3,0,0
Samd14,15,9,8
Samd3,0,0,0
Samd4,55,109,39
Samd4b,2,640,76
Samd5,0,15,1
Samd7,2,9,3
Samd8,473,968,65
Samd9l,0,0,0
Samhd1,0,0,0
Samm50,5,0,1
Samsn1,0,3,0
Samt1,0,0,0
Samt2,0,0,0
Samt3,0,0,0
Samt4,0,0,0
Sap130,116,225,0
Sap18,203,1166,288
Sap25,0,0,0
Sap30,136,22,0
Sap30bp,11,0,8
Sap30l,0,86,0
Sapcd1,0,0,0
Sapcd2,0,0,0
Sar1a,6,0,0
Sar1b,0,322,0
Sardh,62,0,5
Sarm1,0,14,0
Sarnp,46,564,100
Sars,287,1889,209
Sars2,0,0,11
Sart1,12,0,0
Sart3,4,10,0
Sash1,95,4,40
Sash3,0,0,0
Sass6,65,69,13
Sat1,123,699,6
Sat2,0,0,0
Satb1,63,13,0
Satb2,8,12,8
Satl1,0,0,0
Sav1,0,81,0
Saysd1,21,16,33
Sbds,52,1367,59
Sbf1,98,1010,0
Sbf2,4,319,11
Sbk1,9,4,0
Sbk2,75,0,0
Sbno1,209,450,218
Sbno2,4,0,0
Sbp,0,0,0
Sbpl,0,0,0
Sbsn,0,0,0
Sbspon,0,2,0
Sc4mol,18,268,262
Sc5d,85,392,18
Scaf1,272,350,15
Scaf11,190,62,51
Scaf4,0,0,9
Scaf8,10,11,7
Scai,77,73,590
Scamp1,507,1342,47
Scamp2,11,14,0
Scamp3,301,18,11
Scamp4,2,6,0
Scamp5,419,1476,2
Scand1,11,292,0
Scap,12,0,2
Scaper,125,399,0
Scara3,0,0,0
Scara5,0,0,0
Scarb1,0,123,0
Scarb2,0,0,0
Scarf1,0,0,0
Scarf2,0,0,0
Scarna10,0,0,0
Scarna13,0,0,0
Scarna17,0,0,1
Scarna2,0,0,0
Scarna3a,11,0,0
Scarna3b,0,0,0
Scarna6,0,0,0
Scarna8,0,0,0
Scarna9,0,0,0
Sccpdh,44,0,592
Scd1,46,67,80
Scd2,710,1262,519
Scd3,30,10,25
Scd4,0,0,6
Scel,0,0,0
Scfd1,117,994,2
Scfd2,17,11,9
Scg2,1229,4992,794
Scg3,115,1134,42
Scg5,245,141,19
Scgb1a1,0,0,0
Scgb1b2,0,0,0
Scgb1b20,0,0,0
Scgb1b24,0,0,0
Scgb1b27,0,0,0
Scgb1b29,0,0,0
Scgb1b3,0,0,0
Scgb1b30,0,0,0
Scgb1b7,0,0,0
Scgb1c1,0,0,0
Scgb2b19,0,0,0
Scgb2b2,0,0,0
Scgb2b20,0,0,0
Scgb2b23-ps,0,0,0
Scgb2b24,0,0,0
Scgb2b26,0,0,0
Scgb2b27,0,0,0
Scgb2b3,0,0,0
Scgb2b7,0,0,0
Scgb3a1,0,0,0
Scgb3a2,0,0,0
Scgn,0,0,0
Schip1,33,0,0
Scimp,0,0,0
Scin,13,15,99
Sclt1,0,4,13
Scly,0,92,16
Scmh1,0,41,0
Scml2,0,0,0
Scml4,9,0,8
Scn10a,0,0,0
Scn11a,0,0,0
Scn1a,155,377,88
Scn1b,38,311,4
Scn2a1,1106,3000,185
Scn2b,205,639,79
Scn3a,108,414,16
Scn3b,26,895,0
Scn4a,0,0,0
Scn4b,31,248,26
Scn5a,0,0,0
Scn7a,0,0,0
Scn8a,1663,214,598
Scn9a,52,18,0
Scnm1,61,0,31
Scnn1a,0,15,0
Scnn1b,0,0,0
Scnn1g,0,0,0
Sco1,131,174,27
Sco2,0,0,0
Scoc,324,1366,408
Scp2,10,439,16
Scp2d1,0,0,0
Scpep1,32,0,28
Scrg1,81,20,0
Scrib,10,82,0
Scrn1,0,0,23
Scrn2,0,0,0
Scrn3,2,52,0
Scrt1,72,19,30
Scrt2,10,697,4
Sct,0,0,0
Sctr,0,0,0
Scube1,11,0,3
Scube2,8,0,0
Scube3,0,0,0
Scx,0,0,0
Scyl1,66,513,0
Scyl2,0,0,0
Scyl3,50,0,0
Sdad1,152,429,5
Sdc1,0,0,0
Sdc2,2,205,80
Sdc3,2,0,3
Sdc4,74,306,356
Sdcbp,328,3680,1516
Sdcbp2,0,0,0
Sdccag3,89,26,6
Sdccag8,16,0,1
Sde2,218,6,2
Sdf2,53,297,0
Sdf2l1,231,12,124
Sdf4,209,2714,226
Sdha,502,1703,340
Sdhaf1,11,417,0
Sdhaf2,24,1,2
Sdhb,169,2242,56
Sdhc,12,487,286
Sdhd,507,10,18
Sdk1,34,0,0
Sdk2,1,0,155
Sdpr,14,0,6
Sdr16c5,0,0,0
Sdr16c6,0,0,0
Sdr39u1,43,609,10
Sdr42e1,0,0,0
Sdr9c7,0,0,2
Sds,0,0,0
Sdsl,0,0,0
Sebox,0,0,0
Sec1,0,0,0
Sec11a,0,2,5
Sec11c,229,395,4
Sec13,30,1002,0
Sec14l1,22,1587,0
Sec14l2,0,74,0
Sec14l3,8,29,2
Sec14l4,0,0,0
Sec14l5,0,0,0
Sec16a,0,449,0
Sec16b,0,0,0
Sec22a,68,0,0
Sec22b,319,994,14
Sec22c,30,388,1
Sec23a,248,27,1114
Sec23b,167,0,16
Sec23ip,265,628,294
Sec24a,327,275,22
Sec24b,14,228,0
Sec24c,77,1244,35
Sec24d,0,10,7
Sec31a,78,57,0
Sec31b,0,0,0
Sec61a1,258,161,59
Sec61a2,2,0,300
Sec61b,63,199,0
Sec61g,32,503,97
Sec62,560,1435,205
Sec63,55,561,30
Secisbp2,232,0,0
Secisbp2l,415,28,40
Sectm1a,0,0,0
Sectm1b,0,0,0
Seh1l,54,786,40
Sel1l,448,495,1
Sel1l2,0,0,0
Sel1l3,0,0,0
Sele,0,0,0
Selenbp1,10,0,0
Selenbp2,0,0,0
Selk,511,502,17
Sell,0,34,0
Selm,53,5,112
Selp,0,0,0
Selplg,828,121,0
Selrc1,28,0,3
Sema3a,5,14,2
Sema3b,0,0,0
Sema3c,46,14,1
Sema3d,3,18,3
Sema3e,2,24,3
Sema3f,4,0,0
Sema3g,0,0,0
Sema4a,3,0,18
Sema4b,4,63,0
Sema4c,2,0,0
Sema4d,0,45,0
Sema4f,83,4,3
Sema4g,3,0,7
Sema5a,287,1948,514
Sema5b,49,0,0
Sema6a,221,0,7
Sema6b,15,11,0
Sema6c,0,0,11
Sema6d,94,87,9
Sema7a,5,0,0
Senp1,2,160,24
Senp2,73,441,50
Senp3,31,161,587
Senp5,222,28,71
Senp6,156,131,32
Senp7,29,55,11
Senp8,5,5,0
Sep15,89,739,4
Sephs1,46,149,2
Sephs2,126,89,0
Sepn1,67,3,2
Sepp1,262,0,876
Sepsecs,0,0,0
Sept1,0,0,0
Sept10,0,58,0
Sept11,86,300,23
Sept12,0,5,0
Sept14,0,0,0
Sept2,50,1479,161
Sept3,648,2268,885
Sept4,4,202,496
Sept5,20,555,41
Sept6,304,76,74
Sept7,904,1392,365
Sept8,102,68,5
Sept9,38,0,5
Sepw1,458,3879,337
Serac1,60,105,0
Serbp1,643,2855,379
Serf1,22,14,0
Serf2,66,2090,338
Sergef,101,0,0
Serhl,0,0,0
Serinc1,1348,5406,81
Serinc2,1,0,0
Serinc3,501,1245,0
Serinc4,0,0,0
Serinc5,46,126,1
Serp1,3,1126,0
Serp2,33,1135,423
Serpina10,0,0,0
Serpina11,0,0,0
Serpina12,0,0,0
Serpina1a,14,10,6
Serpina1b,0,0,0
Serpina1c,0,0,0
Serpina1d,0,0,0
Serpina1e,0,0,0
Serpina1f,0,0,0
Serpina3a,0,0,0
Serpina3b,0,0,0
Serpina3c,0,0,0
Serpina3f,0,0,0
Serpina3g,0,0,0
Serpina3h,0,0,0
Serpina3i,0,0,0
Serpina3j,0,0,0
Serpina3k,0,0,0
Serpina3m,0,0,0
Serpina3n,83,363,0
Serpina4-ps1,0,0,0
Serpina5,0,0,2
Serpina6,0,0,0
Serpina7,0,0,0
Serpina9,0,0,11
Serpinb10,0,0,0
Serpinb11,0,0,0
Serpinb12,0,0,0
Serpinb13,0,0,0
Serpinb1a,39,0,5
Serpinb1b,0,0,0
Serpinb1c,1,4,1
Serpinb2,0,0,0
Serpinb3a,0,0,0
Serpinb3b,0,0,0
Serpinb3c,0,0,0
Serpinb3d,0,0,0
Serpinb5,1,0,0
Serpinb6a,44,18,1
Serpinb6b,0,0,0
Serpinb6c,0,0,0
Serpinb6d,0,0,0
Serpinb6e,0,0,0
Serpinb7,0,0,0
Serpinb8,16,5,9
Serpinb9,1,0,0
Serpinb9b,0,0,0
Serpinb9c,0,0,0
Serpinb9d,0,0,421
Serpinb9e,0,0,0
Serpinb9f,0,0,0
Serpinb9g,0,0,0
Serpinc1,0,3,0
Serpind1,0,0,3
Serpine1,0,0,0
Serpine2,295,21,0
Serpine3,0,0,0
Serpinf1,0,0,0
Serpinf2,0,0,0
Serping1,0,0,0
Serpinh1,0,0,25
Serpini1,53,765,91
Serpini2,0,0,0
Sertad1,0,1,380
Sertad2,66,747,0
Sertad3,0,0,0
Sertad4,86,0,0
Sertm1,189,70,113
Sesn1,25,19,1
Sesn2,0,0,0
Sesn3,5,173,3
Sestd1,4,104,6
Set,604,168,179
Setbp1,2,21,0
Setd1a,28,518,22
Setd1b,34,32,217
Setd2,132,39,33
Setd3,317,119,25
Setd4,48,0,0
Setd5,80,47,43
Setd6,0,0,0
Setd7,47,40,263
Setd8,33,0,0
Setdb1,113,402,0
Setdb2,0,1,0
Setmar,0,25,0
Setx,23,79,29
Sez6,192,674,0
Sez6l,376,1168,70
Sez6l2,229,2612,113
Sf1,80,1312,501
Sf3a1,15,609,309
Sf3a2,0,38,0
Sf3a3,5,1392,3
Sf3b1,841,2597,1220
Sf3b2,389,2228,232
Sf3b3,59,24,5
Sf3b4,0,95,2
Sf3b5,179,685,0
Sfi1,172,0,39
Sfmbt1,11,214,4
Sfmbt2,614,0,0
Sfn,34,0,0
Sfpi1,0,381,0
Sfpq,529,403,141
Sfr1,205,1686,343
Sfrp1,25,1,0
Sfrp2,0,0,17
Sfrp4,0,0,0
Sfrp5,0,0,0
Sfrs18,900,272,126
Sfswap,18,14,4
Sft2d1,0,128,3
Sft2d2,0,1,0
Sft2d3,10,0,0
Sfta2,0,0,0
Sftpa1,0,0,0
Sftpb,0,1,0
Sftpc,66,0,0
Sftpd,0,0,0
Sfxn1,81,132,7
Sfxn2,139,25,12
Sfxn3,67,303,107
Sfxn4,134,70,288
Sfxn5,424,1106,84
Sgca,0,0,0
Sgcb,3,8,367
Sgcd,0,0,0
Sgce,0,2,0
Sgcg,0,0,0
Sgcz,3,0,0
Sgip1,182,2118,33
Sgk1,100,1148,93
Sgk2,0,0,1
Sgk3,42,24,9
Sgms1,21,2,41
Sgms2,38,31,41
Sgol1,0,0,0
Sgol2,78,52,201
Sgpl1,0,252,0
Sgpp1,380,15,0
Sgpp2,136,71,300
Sgsh,0,0,0
Sgsm1,15,9,9
Sgsm2,201,33,14
Sgsm3,0,0,0
Sgta,230,1790,495
Sgtb,44,141,17
Sh2b1,203,239,4
Sh2b2,5,0,0
Sh2b3,0,0,0
Sh2d1a,0,0,0
Sh2d1b1,0,0,0
Sh2d1b2,0,0,0
Sh2d2a,17,14,42
Sh2d3c,2,0,0
Sh2d4a,0,0,0
Sh2d4b,0,0,0
Sh2d5,345,4,0
Sh2d7,0,0,0
Sh3bgr,4,0,3
Sh3bgrl,50,1546,30
Sh3bgrl2,131,28,2
Sh3bgrl3,68,3071,338
Sh3bp1,0,0,0
Sh3bp2,0,0,0
Sh3bp4,0,5,0
Sh3bp5,593,372,19
Sh3bp5l,50,15,0
Sh3d19,0,258,43
Sh3d21,0,0,0
Sh3gl1,14,359,1
Sh3gl2,326,500,362
Sh3gl3,1,0,9
Sh3glb1,254,292,16
Sh3glb2,46,737,33
Sh3kbp1,2,1802,0
Sh3pxd2a,17,8,1
Sh3pxd2b,0,0,0
Sh3rf1,0,0,160
Sh3rf2,0,12,0
Sh3rf3,2,4,10
Sh3tc1,0,0,0
Sh3tc2,0,0,0
Sh3yl1,0,0,0
Shank1,809,564,23
Shank2,27,250,0
Shank3,31,15,2
Sharpin,4,0,0
Shb,0,0,0
Shbg,0,0,0
Shc1,0,29,0
Shc2,7,1,0
Shc3,0,0,0
Shc4,102,29,79
Shcbp1,0,0,0
Shcbp1l,8,0,0
Shd,0,0,10
She,0,0,12
Shf,0,0,0
Shfm1,405,776,0
Shh,0,0,0
Shisa2,0,0,0
Shisa3,5,18,9
Shisa4,0,942,0
Shisa5,328,1,0
Shisa6,300,26,0
Shisa7,350,245,57
Shisa9,195,4,68
Shkbp1,4,0,0
Shmt1,0,0,83
Shmt2,270,46,2
Shoc2,261,287,71
Shox2,6,7,64
Shpk,0,0,32
Shprh,180,0,0
Shq1,0,0,0
Shroom1,0,144,0
Shroom2,0,11,1
Shroom3,17,12,4
Shroom4,8,0,0
Siae,6,22,2
Siah1a,54,55,2
Siah1b,2,91,104
Siah2,0,1,0
Siah3,0,0,0
Sidt1,14,1,0
Sidt2,128,39,0
Sigirr,0,0,0
Siglec1,0,0,0
Siglec15,0,0,0
Siglec5,0,0,0
Siglece,0,0,2
Siglecg,0,0,0
Siglech,227,135,23
Sigmar1,34,0,0
Sik1,45,0,33
Sik2,1,0,0
Sik3,142,32,81
Sike1,204,11,7
Sil1,10,0,1
Sim1,22,20,17
Sim2,0,0,0
Simc1,0,8,0
Sin3a,145,14,6
Sin3b,148,669,1943
Sipa1,0,0,0
Sipa1l1,224,131,230
Sipa1l2,31,744,0
Sipa1l3,68,76,2
Sirpa,73,31,144
Sirpb1a,0,0,0
Sirpb1b,0,0,0
Sirt1,1,0,0
Sirt2,56,293,24
Sirt3,0,277,1
Sirt4,6,0,1
Sirt5,0,0,0
Sirt6,46,143,0
Sirt7,517,129,0
Sis,0,0,0
Sit1,0,0,0
Siva1,0,1,0
Six1,0,0,0
Six2,12,9,7
Six3,5,20,4
Six3os1,76,0,0
Six4,1,6,0
Six5,0,0,0
Six6,3,0,0
Ska1,0,0,0
Ska2,298,7,5
Ska3,72,14,53
Skap1,0,0,0
Skap2,0,0,0
Ski,48,154,5
Skida1,86,40,0
Skil,71,246,3
Skint1,0,0,0
Skint10,0,0,0
Skint11,34,0,53
Skint2,0,0,0
Skint3,4,0,0
Skint4,16,0,46
Skint5,0,47,47
Skint6,0,0,8
Skint7,2,1,2
Skint8,0,0,0
Skint9,0,0,0
Skiv2l,103,2,5
Skiv2l2,160,105,6
Skor1,0,0,0
Skor2,0,0,0
Skp1a,317,4872,471
Skp2,30,0,12
Sla,0,0,0
Sla2,0,0,0
Slain1,16,46,15
Slain2,43,274,0
Slamf1,0,0,0
Slamf6,0,0,0
Slamf7,0,2,0
Slamf8,14,7,3
Slamf9,0,0,0
Slbp,1,74,55
Slc10a1,55,29,30
Slc10a2,16,7,2
Slc10a3,14,0,0
Slc10a4,1,0,0
Slc10a5,0,0,0
Slc10a6,0,0,0
Slc10a7,0,18,0
Slc11a1,31,6,17
Slc11a2,4,100,2
Slc12a1,0,0,0
Slc12a2,94,432,134
Slc12a3,0,0,0
Slc12a4,45,0,0
Slc12a5,160,1162,160
Slc12a6,1,0,0
Slc12a7,0,0,0
Slc12a8,1,1,13
Slc12a9,0,0,0
Slc13a1,0,0,0
Slc13a2,0,0,0
Slc13a3,4,22,3
Slc13a4,67,0,1
Slc13a5,0,0,0
Slc14a1,3,0,0
Slc14a2,0,0,0
Slc15a1,28,13,10
Slc15a2,6,0,0
Slc15a3,0,0,26
Slc15a4,1,0,0
Slc15a5,0,0,0
Slc16a1,12,1122,0
Slc16a10,62,35,13
Slc16a11,75,0,0
Slc16a12,0,0,2
Slc16a13,3,0,0
Slc16a14,0,0,0
Slc16a2,85,9,0
Slc16a3,0,0,0
Slc16a4,0,0,0
Slc16a5,0,0,0
Slc16a6,12,4,0
Slc16a7,0,0,112
Slc16a8,0,0,0
Slc16a9,0,0,0
Slc17a1,0,0,0
Slc17a2,0,0,0
Slc17a3,0,0,0
Slc17a4,0,0,0
Slc17a5,120,44,21
Slc17a6,297,384,544
Slc17a7,430,818,213
Slc17a8,32,38,44
Slc17a9,0,0,0
Slc18a1,0,0,0
Slc18a2,1,1,54
Slc18a3,0,0,0
Slc18b1,53,351,72
Slc19a1,1,576,0
Slc19a2,101,0,15
Slc19a3,0,0,0
Slc1a1,131,117,25
Slc1a2,3044,3572,2621
Slc1a3,851,2566,374
Slc1a4,106,1057,0
Slc1a5,0,0,0
Slc1a6,1,4,4
Slc1a7,20,3,3
Slc20a1,2,601,0
Slc20a2,710,1,0
Slc22a1,0,0,0
Slc22a12,0,0,0
Slc22a13,0,0,0
Slc22a13b-ps,0,0,0
Slc22a14,65,0,0
Slc22a15,93,3,15
Slc22a16,0,0,0
Slc22a17,115,451,402
Slc22a18,0,0,0
Slc22a19,0,0,0
Slc22a2,0,0,0
Slc22a20,0,0,0
Slc22a21,10,0,0
Slc22a22,0,0,0
Slc22a23,11,669,1
Slc22a26,0,0,0
Slc22a27,0,0,0
Slc22a28,0,0,0
Slc22a29,0,0,0
Slc22a3,1,0,0
Slc22a30,0,0,276
Slc22a4,56,0,8
Slc22a5,0,2,0
Slc22a6,0,0,7
Slc22a7,0,0,0
Slc22a8,17,3,8
Slc23a1,58,59,48
Slc23a2,183,170,40
Slc23a3,0,0,0
Slc24a1,0,0,0
Slc24a2,619,1284,1013
Slc24a3,404,274,24
Slc24a4,47,0,0
Slc24a5,34,0,0
Slc24a6,24,2,0
Slc25a1,13,0,0
Slc25a10,0,0,27
Slc25a11,90,1710,62
Slc25a12,7,14,0
Slc25a13,0,0,316
Slc25a14,97,146,94
Slc25a15,0,0,0
Slc25a16,0,161,5
Slc25a17,30,12,24
Slc25a18,7,0,0
Slc25a19,0,49,0
Slc25a2,0,0,0
Slc25a20,0,0,0
Slc25a21,6,2,0
Slc25a22,14,114,200
Slc25a23,127,745,768
Slc25a24,0,1,0
Slc25a25,0,234,71
Slc25a26,0,0,0
Slc25a27,16,825,42
Slc25a28,25,58,0
Slc25a29,58,173,1
Slc25a3,519,3300,496
Slc25a30,0,0,0
Slc25a31,0,0,0
Slc25a32,0,0,0
Slc25a33,0,3,0
Slc25a34,0,0,0
Slc25a35,0,0,0
Slc25a36,2,19,159
Slc25a37,367,1,0
