,GSM3690881_NS_G18_htseq,GSM3690883_NS_G20_htseq,GSM3690882_NS_G19_htseq,GSM3690884_NS_G21_htseq
Samhd1,5,31,20,1
Samm50,71,1,84,226
Samsn1,0,0,0,0
Samt1,0,0,0,0
Samt2,0,0,0,0
Samt3,0,0,0,0
Samt4,0,0,0,0
Sap130,379,0,119,0
Sap18,203,206,426,162
Sap25,0,1,0,0
Sap30,0,0,0,0
Sap30bp,4,0,0,46
Sap30l,94,0,248,43
Sapcd1,0,0,0,0
Sapcd2,0,0,0,0
Sar1a,13,380,321,181
Sar1b,613,4,366,3
Sardh,83,0,161,0
Sarm1,102,0,1,0
Sarnp,382,486,130,455
Sars,130,726,193,931
Sars2,1,0,16,0
Sart1,104,163,26,105
Sart3,7,10,21,8
Sash1,138,0,107,26
Sash3,0,103,0,0
Sass6,115,49,203,46
Sat1,290,2,68,23
Sat2,346,310,1,0
Satb1,16,217,452,1
Satb2,4,12,11,36
Satl1,0,0,0,0
Sav1,0,21,0,0
Saysd1,63,632,18,79
Sbds,664,2,61,530
Sbf1,828,392,427,1
Sbf2,84,50,57,9
Sbk1,0,0,0,33
Sbk2,0,0,0,0
Sbno1,569,657,819,100
Sbno2,0,0,0,0
Sbp,0,0,0,0
Sbpl,0,0,0,0
Sbsn,0,2,4,9
Sbspon,0,0,134,0
Sc4mol,318,733,86,26
Sc5d,60,474,90,1349
Scaf1,65,0,12,2
Scaf11,289,23,144,71
Scaf4,803,283,88,0
Scaf8,39,109,5,0
Scai,38,459,96,16
Scamp1,1305,7,887,757
Scamp2,0,170,2,1
Scamp3,15,542,2,61
Scamp4,1041,85,142,163
Scamp5,886,131,327,272
Scand1,74,0,0,39
Scap,403,76,28,2
Scaper,620,159,337,19
Scara3,0,0,10,0
Scara5,8,0,0,0
Scarb1,145,327,265,1
Scarb2,0,0,0,0
Scarf1,0,0,0,0
Scarf2,0,0,0,0
Scarna10,0,0,0,0
Scarna13,0,0,0,0
Scarna17,0,0,0,0
Scarna2,0,1,0,0
Scarna3a,0,0,15,0
Scarna3b,11,0,0,0
Scarna6,0,0,0,0
Scarna8,0,0,0,0
Scarna9,0,0,0,0
Sccpdh,274,479,116,158
Scd1,20,0,75,8
Scd2,2394,102,846,1649
Scd3,43,22,43,15
Scd4,1,0,0,22
Scel,9,0,0,0
Scfd1,978,14,28,225
Scfd2,12,17,9,203
Scg2,2680,2628,1113,3113
Scg3,428,41,563,30
Scg5,105,390,286,7
Scgb1a1,1,0,0,0
Scgb1b2,0,0,0,0
Scgb1b20,0,0,0,0
Scgb1b24,0,0,0,0
Scgb1b27,0,0,0,0
Scgb1b29,0,0,0,0
Scgb1b3,0,0,0,0
Scgb1b30,0,0,0,0
Scgb1b7,0,0,0,0
Scgb1c1,0,0,0,0
Scgb2b19,0,0,0,0
Scgb2b2,0,0,0,0
Scgb2b20,0,0,0,0
Scgb2b23-ps,0,0,0,0
Scgb2b24,0,0,0,0
Scgb2b26,0,0,0,0
Scgb2b27,0,0,0,0
Scgb2b3,0,0,0,0
Scgb2b7,0,0,0,0
Scgb3a1,0,0,0,0
Scgb3a2,0,0,0,0
Scgn,0,0,1,0
Schip1,127,91,0,70
Scimp,0,0,0,0
Scin,5,12,3,0
Sclt1,79,26,6,1
Scly,3,44,0,0
Scmh1,3,50,67,0
Scml2,0,0,0,0
Scml4,4,2,1,1
Scn10a,0,0,0,0
Scn11a,0,0,0,0
Scn1a,587,363,557,101
Scn1b,658,261,213,25
Scn2a1,2189,474,670,712
Scn2b,584,245,652,222
Scn3a,387,663,187,153
Scn3b,451,275,127,7
Scn4a,0,0,0,0
Scn4b,45,0,92,31
Scn5a,0,0,0,0
Scn7a,84,0,10,0
Scn8a,742,2149,396,367
Scn9a,55,0,3,41
Scnm1,64,4,0,0
Scnn1a,2,7,0,0
Scnn1b,0,1,0,0
Scnn1g,0,0,0,0
Sco1,68,93,94,70
Sco2,0,0,0,0
Scoc,878,655,280,106
Scp2,420,595,110,884
Scp2d1,145,0,0,0
Scpep1,16,35,14,0
Scrg1,61,1,9,113
Scrib,53,7,0,0
Scrn1,410,0,208,36
Scrn2,0,0,0,0
Scrn3,74,3,1,151
Scrt1,93,37,134,37
Scrt2,49,0,1,2
Sct,0,0,0,0
Sctr,0,0,0,0
Scube1,6,1,1,1
Scube2,0,215,0,0
Scube3,0,0,0,0
Scx,0,0,0,0
Scyl1,603,202,166,1
Scyl2,0,0,50,7
Scyl3,370,112,4,0
Sdad1,32,79,9,0
Sdc1,132,0,0,0
Sdc2,92,1,161,68
Sdc3,0,76,3,0
Sdc4,109,372,212,585
Sdcbp,4075,2371,477,420
Sdcbp2,0,0,0,0
Sdccag3,651,1,217,453
Sdccag8,3,23,23,26
Sde2,177,67,134,455
Sdf2,78,89,34,252
Sdf2l1,3,0,1,0
Sdf4,1839,369,261,460
Sdha,674,780,224,814
Sdhaf1,216,238,0,1
Sdhaf2,75,1,0,0
Sdhb,1422,1279,10,1392
Sdhc,385,649,371,654
Sdhd,355,0,26,348
Sdk1,6,0,18,0
Sdk2,0,0,0,0
Sdpr,49,0,19,687
Sdr16c5,0,0,0,0
Sdr16c6,0,0,0,0
Sdr39u1,497,553,328,25
Sdr42e1,0,0,0,0
Sdr9c7,0,0,0,0
Sds,0,0,0,0
Sdsl,32,0,5,0
Sebox,0,0,0,0
Sec1,0,0,0,0
Sec11a,10,17,93,678
Sec11c,837,205,520,1605
Sec13,452,77,206,19
Sec14l1,606,821,47,72
Sec14l2,0,4,7,16
Sec14l3,7,4,2,0
Sec14l4,0,0,0,0
Sec14l5,0,20,0,0
Sec16a,1158,435,47,10
Sec16b,0,0,0,0
Sec22a,2,1,0,0
Sec22b,7,2,0,86
Sec22c,35,4,172,3
Sec23a,199,1,0,7
Sec23b,749,0,172,0
Sec23ip,1591,385,423,89
Sec24a,158,571,54,0
Sec24b,515,81,148,5
Sec24c,142,24,34,67
Sec24d,0,0,0,228
Sec31a,168,0,31,4
Sec31b,0,0,0,0
Sec61a1,851,558,126,696
Sec61a2,641,75,13,51
Sec61b,169,255,245,468
Sec61g,810,168,52,1057
Sec62,1456,355,546,993
Sec63,74,44,74,383
Secisbp2,240,1,14,5
Secisbp2l,470,38,329,79
Sectm1a,0,0,0,0
Sectm1b,0,0,0,0
Seh1l,0,114,243,1
Sel1l,836,863,343,357
Sel1l2,0,0,0,0
Sel1l3,8,0,93,0
Sele,0,0,0,0
Selenbp1,0,0,1,3
Selenbp2,0,0,0,0
Selk,838,242,6,52
Sell,0,0,0,0
Selm,151,322,169,274
Selp,0,0,0,0
Selplg,7,41,140,116
Selrc1,46,0,4,0
Sema3a,3,4,8,6
Sema3b,0,0,0,0
Sema3c,170,76,37,9
Sema3d,0,0,18,0
Sema3e,77,14,17,85
Sema3f,0,0,0,0
Sema3g,0,0,0,0
Sema4a,0,0,3,0
Sema4b,4,0,77,89
Sema4c,0,0,8,0
Sema4d,23,0,59,3
Sema4f,524,18,57,1
Sema4g,0,0,1,0
Sema5a,427,939,517,262
Sema5b,453,7,6,3
Sema6a,84,7,133,116
Sema6b,169,101,15,0
Sema6c,0,69,0,0
Sema6d,122,1191,57,29
Sema7a,15,6,42,0
Senp1,32,0,0,0
Senp2,97,869,715,913
Senp3,640,192,26,162
Senp5,100,51,108,105
Senp6,72,172,78,88
Senp7,95,22,114,1252
Senp8,6,3,1,3
Sep15,1050,2105,84,53
Sephs1,0,1,1,39
Sephs2,156,0,3,259
Sepn1,0,0,206,76
Sepp1,0,1832,140,150
Sepsecs,0,0,0,0
Sept1,0,0,0,0
Sept10,7,0,0,0
Sept11,254,247,41,540
Sept12,0,0,0,0
Sept14,0,0,0,0
Sept2,656,1322,381,5
Sept3,726,992,829,1074
Sept4,3,24,46,569
Sept5,60,4,12,0
Sept6,183,65,73,0
Sept7,1241,1067,732,2586
Sept8,241,106,73,53
Sept9,5,39,2,0
Sepw1,2209,1013,941,1587
Serac1,5,20,5,1
Serbp1,571,1332,1010,693
Serf1,53,0,1,130
Serf2,540,734,397,476
Sergef,1,37,0,0
Serhl,0,0,0,0
Serinc1,6253,1187,2387,1489
Serinc2,150,0,172,0
Serinc3,385,576,455,420
Serinc4,0,2,40,0
Serinc5,29,0,59,0
Serp1,49,0,150,116
Serp2,421,203,49,340
Serpina10,0,0,0,0
Serpina11,0,0,0,0
Serpina12,0,0,0,0
Serpina1a,5,7,5,2
Serpina1b,0,0,0,0
Serpina1c,0,0,0,0
Serpina1d,0,0,0,0
Serpina1e,0,0,0,0
Serpina1f,0,0,0,0
Serpina3a,0,0,0,0
Serpina3b,0,0,0,0
Serpina3c,0,0,0,0
Serpina3f,0,0,0,0
Serpina3g,0,0,0,0
Serpina3h,0,0,0,0
Serpina3i,0,0,0,0
Serpina3j,0,0,0,0
Serpina3k,0,0,0,0
Serpina3m,0,0,0,0
Serpina3n,44,5,48,0
Serpina4-ps1,0,0,0,0
Serpina5,0,0,0,0
Serpina6,0,0,0,0
Serpina7,0,0,0,0
Serpina9,0,0,0,0
Serpinb10,0,0,0,0
Serpinb11,0,0,0,0
Serpinb12,0,0,0,0
Serpinb13,0,0,0,0
Serpinb1a,0,0,3,0
Serpinb1b,1,0,0,0
Serpinb1c,4,3,8,6
Serpinb2,0,0,0,0
Serpinb3a,0,0,0,0
Serpinb3b,0,0,0,0
Serpinb3c,0,0,0,0
Serpinb3d,0,0,0,0
Serpinb5,0,0,0,0
Serpinb6a,158,34,8,27
Serpinb6b,0,0,0,2
Serpinb6c,0,0,0,0
Serpinb6d,0,0,0,0
Serpinb6e,0,0,0,0
Serpinb7,0,0,0,0
Serpinb8,5,9,11,8
Serpinb9,0,0,428,0
Serpinb9b,0,0,0,0
Serpinb9c,0,0,0,0
Serpinb9d,0,0,0,19
Serpinb9e,0,0,0,0
Serpinb9f,0,0,0,0
Serpinb9g,0,0,0,0
Serpinc1,28,0,50,47
Serpind1,73,0,0,0
Serpine1,0,0,0,0
Serpine2,224,0,54,509
Serpine3,5,0,0,0
Serpinf1,0,0,0,0
Serpinf2,0,0,0,0
Serping1,25,0,0,0
Serpinh1,0,0,25,1
Serpini1,214,136,149,2
Serpini2,0,0,0,0
Sertad1,0,257,13,476
Sertad2,284,258,16,202
Sertad3,48,465,0,0
Sertad4,78,2,58,0
Sertm1,517,428,0,13
Sesn1,83,32,125,476
Sesn2,5,0,0,426
Sesn3,80,52,10,0
Sestd1,91,8,16,0
Set,818,1187,594,430
Setbp1,0,0,9,5
Setd1a,345,17,270,130
Setd1b,78,4,46,25
Setd2,35,35,5,128
Setd3,726,36,176,110
Setd4,41,0,0,0
Setd5,330,21,103,54
Setd6,0,623,0,0
Setd7,22,61,108,67
Setd8,23,68,148,29
Setdb1,38,107,2,0
Setdb2,0,0,247,0
Setmar,0,0,0,5
Setx,110,97,5,0
Sez6,26,26,296,195
Sez6l,1777,1239,359,1203
Sez6l2,1087,711,586,204
Sf1,178,290,35,593
Sf3a1,9,1144,3,974
Sf3a2,76,21,1,64
Sf3a3,0,331,431,338
Sf3b1,867,832,730,5599
Sf3b2,1276,1469,484,1264
Sf3b3,350,521,105,129
Sf3b4,730,225,223,100
Sf3b5,320,5,2,0
Sfi1,190,11,39,0
Sfmbt1,186,103,717,11
Sfmbt2,0,0,5,0
Sfn,0,0,17,0
Sfpi1,0,0,0,0
Sfpq,1170,317,664,78
Sfr1,998,268,100,1888
Sfrp1,2,1,20,0
Sfrp2,0,0,0,0
Sfrp4,0,0,0,0
Sfrp5,0,0,0,0
Sfrs18,1652,766,1067,374
Sfswap,574,183,6,0
Sft2d1,436,441,0,351
Sft2d2,0,0,13,0
Sft2d3,297,157,8,0
Sfta2,0,0,0,0
Sftpa1,0,0,0,0
Sftpb,0,0,0,0
Sftpc,0,0,0,0
Sftpd,0,0,0,0
Sfxn1,605,14,124,9
Sfxn2,31,39,109,17
Sfxn3,677,67,256,577
Sfxn4,77,172,68,39
Sfxn5,476,563,43,921
Sgca,0,0,0,0
Sgcb,158,0,254,0
Sgcd,0,0,0,0
Sgce,4,430,1,0
Sgcg,0,0,0,0
Sgcz,0,0,0,0
Sgip1,37,141,101,67
Sgk1,122,62,0,1670
Sgk2,0,0,0,0
Sgk3,27,261,38,12
Sgms1,191,34,28,11
Sgms2,40,32,64,30
Sgol1,0,0,0,0
Sgol2,99,179,104,36
Sgpl1,0,32,13,12
Sgpp1,138,0,12,0
Sgpp2,336,104,174,75
Sgsh,25,116,0,0
Sgsm1,69,25,21,2
Sgsm2,636,67,100,283
Sgsm3,94,70,3,99
Sgta,588,476,148,807
Sgtb,301,898,191,13
Sh2b1,54,244,6,1
Sh2b2,0,0,0,0
Sh2b3,50,0,0,0
Sh2d1a,0,0,0,0
Sh2d1b1,0,0,0,0
Sh2d1b2,0,0,0,0
Sh2d2a,15,9,9,12
Sh2d3c,8,0,77,0
Sh2d4a,0,7,1,0
Sh2d4b,0,0,0,0
Sh2d5,24,52,6,28
Sh2d7,0,0,24,4
Sh3bgr,0,1,7,2
Sh3bgrl,280,305,59,37
Sh3bgrl2,67,0,8,2
Sh3bgrl3,570,1400,333,656
Sh3bp1,14,0,1,0
Sh3bp2,0,0,0,0
Sh3bp4,2,0,220,0
Sh3bp5,31,6,27,844
Sh3bp5l,37,0,68,15
Sh3d19,1,11,9,0
Sh3d21,0,0,0,0
Sh3gl1,813,56,9,0
Sh3gl2,1067,127,350,375
Sh3gl3,0,0,1,0
Sh3glb1,5,1,78,137
Sh3glb2,897,249,106,28
Sh3kbp1,287,55,200,2
Sh3pxd2a,77,20,10,7
Sh3pxd2b,0,301,11,7
Sh3rf1,112,0,12,0
Sh3rf2,0,0,3,3
Sh3rf3,109,6,4,20
Sh3tc1,0,0,0,0
Sh3tc2,0,0,0,0
Sh3yl1,2,0,68,24
Shank1,267,325,189,269
Shank2,142,248,1,0
Shank3,2,46,0,0
Sharpin,459,338,0,0
Shb,0,0,0,0
Shbg,0,0,0,0
Shc1,0,0,20,0
Shc2,2,153,2,0
Shc3,0,0,0,54
Shc4,96,29,66,124
Shcbp1,0,0,0,0
Shcbp1l,0,0,0,0
Shd,0,0,0,0
She,0,0,0,0
Shf,211,5,0,0
Shfm1,256,110,151,315
Shh,0,0,3,0
Shisa2,378,0,0,0
Shisa3,22,15,5,11
Shisa4,1848,179,4,27
Shisa5,0,17,57,0
Shisa6,1093,118,12,204
Shisa7,1,833,107,0
Shisa9,4,3,126,108
Shkbp1,0,2,0,0
Shmt1,0,0,1,0
Shmt2,16,0,10,240
Shoc2,79,684,124,251
Shox2,0,0,23,7
Shpk,0,14,0,5
Shprh,52,0,78,6
Shq1,107,37,0,0
Shroom1,0,0,0,0
Shroom2,2,1,38,7
Shroom3,8,5,14,1
Shroom4,0,0,0,0
Siae,1,0,0,17
Siah1a,54,152,221,1
Siah1b,0,0,0,0
Siah2,0,23,0,0
Siah3,0,0,0,0
Sidt1,1,3,71,8
Sidt2,922,9,158,6
Sigirr,0,0,0,0
Siglec1,0,0,0,0
Siglec15,0,0,0,0
Siglec5,0,0,0,0
Siglece,14,0,0,0
Siglecg,0,0,0,0
Siglech,7,596,12,43
Sigmar1,57,1,0,0
Sik1,0,0,7,29
Sik2,0,0,0,0
Sik3,500,8,41,479
Sike1,3,183,16,15
Sil1,7,1,2,12
Sim1,25,16,30,14
Sim2,0,0,0,0
Simc1,0,21,7,0
Sin3a,94,40,30,177
Sin3b,2022,837,135,383
Sipa1,0,14,0,317
Sipa1l1,486,963,162,34
Sipa1l2,313,90,3,17
Sipa1l3,63,66,55,202
Sirpa,701,1226,21,3
Sirpb1a,0,0,0,0
Sirpb1b,0,0,0,0
Sirt1,3,51,0,11
Sirt2,428,456,84,40
Sirt3,263,0,1,0
Sirt4,0,0,0,0
Sirt5,93,6,0,0
Sirt6,104,127,0,172
Sirt7,426,515,284,10
Sis,0,0,0,0
Sit1,0,0,0,0
Siva1,103,6,0,0
Six1,0,0,0,0
Six2,10,15,35,10
Six3,33,9,65,16
Six3os1,0,0,0,0
Six4,1,1,13,10
Six5,0,0,0,0
Six6,0,0,0,0
Ska1,0,0,0,0
Ska2,31,0,0,74
Ska3,76,25,58,11
Skap1,0,0,0,0
Skap2,0,89,0,0
Ski,186,137,879,495
Skida1,0,0,1,0
Skil,43,224,367,60
Skint1,0,0,0,0
Skint10,0,0,0,0
Skint11,0,0,0,0
Skint2,0,0,0,0
Skint3,0,2,0,0
Skint4,6,12,23,31
Skint5,0,0,0,0
Skint6,0,0,0,0
Skint7,2,2,7,0
Skint8,0,0,0,0
Skint9,0,0,0,0
Skiv2l,274,91,2,0
Skiv2l2,101,22,310,331
Skor1,0,0,0,0
Skor2,0,0,0,0
Skp1a,931,512,167,2755
Skp2,157,0,51,29
Sla,0,0,0,0
Sla2,0,0,0,0
Slain1,0,0,64,62
Slain2,333,2,136,17
Slamf1,0,0,0,0
Slamf6,0,0,0,0
Slamf7,0,0,0,0
Slamf8,19,5,13,5
Slamf9,0,0,10,0
Slbp,6,216,0,506
Slc10a1,26,26,49,30
Slc10a2,16,7,12,3
Slc10a3,0,0,0,0
Slc10a4,0,0,0,0
Slc10a5,0,0,0,0
Slc10a6,0,0,0,0
Slc10a7,16,21,12,0
Slc11a1,15,26,9,1
Slc11a2,99,10,303,30
Slc12a1,0,0,0,0
Slc12a2,68,1,365,178
Slc12a3,0,0,0,0
Slc12a4,18,0,0,0
Slc12a5,895,773,264,276
Slc12a6,25,616,13,52
Slc12a7,0,0,0,0
Slc12a8,17,7,12,0
Slc12a9,328,5,0,5
Slc13a1,0,0,0,0
Slc13a2,0,0,0,0
Slc13a3,103,0,0,7
Slc13a4,24,12,2,0
Slc13a5,0,0,0,0
Slc14a1,0,0,34,698
Slc14a2,0,0,0,0
Slc15a1,30,26,21,9
Slc15a2,0,1,0,0
Slc15a3,0,614,0,0
Slc15a4,23,0,23,0
Slc15a5,0,0,0,0
Slc16a1,369,57,0,0
Slc16a10,137,94,128,47
Slc16a11,0,62,26,0
Slc16a12,0,0,0,0
Slc16a13,0,0,0,0
Slc16a14,0,0,7,0
Slc16a2,34,213,18,257
Slc16a3,0,99,0,0
Slc16a4,0,0,0,0
Slc16a5,0,0,0,0
Slc16a6,0,0,0,0
Slc16a7,14,3,1,0
Slc16a8,0,0,0,0
Slc16a9,22,0,0,0
Slc17a1,0,0,0,0
Slc17a2,0,0,0,0
Slc17a3,0,0,0,0
Slc17a4,0,0,0,0
Slc17a5,75,33,26,7
Slc17a6,243,8,268,20
Slc17a7,542,984,343,124
Slc17a8,25,13,32,16
Slc17a9,0,0,0,0
Slc18a1,0,0,0,0
Slc18a2,3,7,4,0
Slc18a3,67,0,0,0
Slc18b1,72,32,31,18
Slc19a1,202,0,0,0
Slc19a2,4,0,65,12
Slc19a3,0,0,0,0
Slc1a1,889,360,255,146
Slc1a2,3060,3131,2197,7791
Slc1a3,1916,436,760,656
Slc1a4,59,8,2,1
Slc1a5,0,0,0,0
Slc1a6,15,0,0,0
Slc1a7,12,12,6,18
Slc20a1,128,74,232,12
Slc20a2,45,0,4,0
Slc22a1,0,0,0,0
Slc22a12,0,1,0,0
Slc22a13,0,0,0,0
Slc22a13b-ps,0,0,0,0
Slc22a14,0,0,0,0
Slc22a15,188,15,34,5
Slc22a16,0,0,0,0
Slc22a17,1129,1654,407,112
Slc22a18,0,0,0,0
Slc22a19,0,0,0,0
Slc22a2,0,0,0,0
Slc22a20,0,0,0,0
Slc22a21,0,7,0,0
Slc22a22,0,0,0,0
Slc22a23,1,1,38,82
Slc22a26,0,0,0,0
Slc22a27,0,0,0,0
Slc22a28,0,0,0,0
Slc22a29,0,0,0,0
Slc22a3,0,0,4,0
Slc22a30,0,0,0,0
Slc22a4,0,0,0,0
Slc22a5,0,0,0,0
Slc22a6,63,0,0,0
Slc22a7,0,0,0,0
Slc22a8,190,2,10,4
Slc23a1,54,79,70,40
Slc23a2,1116,57,516,2
Slc23a3,0,0,0,342
Slc24a1,0,0,0,0
Slc24a2,3048,853,1419,660
Slc24a3,179,4,141,9
Slc24a4,10,71,0,0
Slc24a5,0,0,0,0
Slc24a6,6,6,13,40
Slc25a1,952,838,60,0
Slc25a10,0,0,0,0
Slc25a11,892,3,177,260
Slc25a12,904,0,218,114
Slc25a13,1,0,0,0
Slc25a14,114,34,18,291
Slc25a15,0,0,0,0
Slc25a16,46,0,5,10
Slc25a17,349,2,0,578
Slc25a18,99,21,0,445
Slc25a19,0,0,23,0
Slc25a2,0,0,0,0
Slc25a20,30,1,0,0
Slc25a21,7,2,9,0
Slc25a22,469,169,9,60
Slc25a23,582,509,304,846
Slc25a24,0,0,1,0
Slc25a25,5,0,96,1196
Slc25a26,105,0,5,36
Slc25a27,230,6,20,5
Slc25a28,16,6,0,101
Slc25a29,3,0,1,0
Slc25a3,2963,1554,561,1017
Slc25a30,129,0,0,0
Slc25a31,0,0,0,0
Slc25a32,0,94,0,0
Slc25a33,2,0,207,63
Slc25a34,0,0,0,0
Slc25a35,0,0,0,0
Slc25a36,0,1,0,0
Slc25a37,2,103,24,0
Slc25a38,0,0,0,0
Slc25a39,576,20,281,1221
Slc25a4,3059,451,379,1612
Slc25a40,74,91,2,0
Slc25a41,0,0,0,0
Slc25a42,78,143,91,122
Slc25a43,0,0,0,0
Slc25a44,1349,65,113,683
Slc25a45,0,0,0,0
Slc25a46,112,15,145,999
Slc25a47,0,0,0,0
Slc25a48,0,0,0,0
Slc25a5,2812,1561,152,496
Slc25a51,55,47,326,32
Slc25a53,0,0,0,0
Slc25a54,0,0,0,0
Slc26a1,0,0,0,0
Slc26a10,0,54,19,0
Slc26a11,3,0,2,0
Slc26a2,48,0,3,0
Slc26a3,0,0,0,0
Slc26a4,32,6,741,87
Slc26a5,0,0,0,0
Slc26a6,0,0,0,0
Slc26a7,0,0,2,0
Slc26a9,0,0,0,0
Slc27a1,478,69,48,19
Slc27a2,29,0,7,20
Slc27a3,0,20,0,0
Slc27a4,372,348,564,13
Slc27a5,0,0,0,0
Slc27a6,0,0,0,0
Slc28a1,0,0,0,0
Slc28a2,0,0,0,0
Slc28a3,152,124,150,138
Slc29a1,141,283,29,0
Slc29a2,0,0,2,0
Slc29a3,62,0,3,331
Slc29a4,80,646,141,3
Slc2a1,46,3,0,1
Slc2a10,4,5,4,1
Slc2a12,2,0,0,0
Slc2a13,1418,580,151,38
Slc2a2,0,0,0,0
Slc2a3,890,24,163,1
Slc2a4,19,8,15,8
Slc2a4rg-ps,0,544,0,0
Slc2a5,0,0,0,0
Slc2a6,4,278,0,0
Slc2a7,0,0,0,0
Slc2a8,1,11,0,0
Slc2a9,30,0,0,1
Slc30a1,0,19,1,320
Slc30a10,0,3,2,0
Slc30a2,0,0,0,0
Slc30a3,886,1723,715,278
Slc30a4,26,0,24,3
Slc30a5,285,79,78,10
Slc30a6,557,4,0,0
Slc30a7,388,0,55,229
Slc30a8,5,1,8,4
Slc30a9,285,206,307,2
Slc31a1,0,0,0,0
Slc31a2,9,20,237,0
Slc32a1,122,0,37,5
Slc33a1,21,66,0,4
Slc34a1,0,0,0,0
Slc34a2,0,0,0,0
Slc34a3,0,0,0,0
Slc35a1,1,0,4,623
Slc35a2,591,0,10,1
Slc35a3,0,1,44,0
Slc35a4,698,0,40,17
Slc35a5,1,1,120,13
Slc35b1,9,466,40,701
Slc35b2,17,164,2,0
Slc35b3,0,0,0,0
Slc35b4,2,1143,38,0
Slc35c1,419,0,20,5
Slc35c2,24,114,12,0
Slc35d1,5,18,44,25
Slc35d2,39,52,40,24
Slc35d3,0,0,0,0
Slc35e1,106,32,58,39
Slc35e2,723,322,766,332
Slc35e3,89,0,48,679
Slc35e4,19,13,153,0
Slc35f1,63,331,159,71
Slc35f2,0,0,0,0
Slc35f3,148,109,74,11
Slc35f4,75,19,0,0
Slc35f5,0,0,0,0
Slc35f6,11,51,7,27
Slc35g1,11,11,2,2
Slc35g2,131,671,58,49
Slc35g3,0,0,0,0
Slc36a1,6,8,29,0
Slc36a2,8,0,0,0
Slc36a3,0,0,0,0
Slc36a4,31,0,40,0
Slc37a1,0,0,4,0
Slc37a2,0,968,0,0
Slc37a3,0,9,22,0
Slc37a4,0,504,2,0
Slc38a1,934,256,173,204
Slc38a10,34,6,22,1
Slc38a11,0,0,0,0
Slc38a2,1903,362,444,101
Slc38a3,0,0,0,0
Slc38a4,0,0,0,0
Slc38a5,0,0,0,0
Slc38a6,76,107,103,218
Slc38a7,115,451,9,2
Slc38a8,0,0,0,0
Slc38a9,0,0,8,0
Slc39a1,406,309,6,305
Slc39a10,61,178,93,67
Slc39a11,0,0,1,0
Slc39a12,0,0,15,6
Slc39a13,0,111,36,45
Slc39a14,320,0,135,25
Slc39a2,0,56,0,0
Slc39a3,27,47,0,1
Slc39a4,0,0,0,0
Slc39a5,0,7,0,0
Slc39a6,1379,1507,258,2852
Slc39a7,572,1683,82,72
Slc39a8,17,17,16,9
Slc39a9,457,6,341,16
Slc3a1,0,0,0,0
Slc3a2,221,12,78,24
Slc40a1,5,4,0,0
Slc41a1,62,0,223,0
Slc41a2,210,58,16,7
Slc41a3,2,1,7,3
Slc43a1,0,6,0,0
Slc43a2,169,86,37,341
Slc43a3,0,0,0,0
Slc44a1,6,89,54,0
Slc44a2,0,0,1,249
Slc44a3,0,0,0,0
Slc44a4,0,0,0,0
Slc44a5,170,169,0,6
Slc45a1,309,570,95,298
Slc45a2,0,0,0,0
Slc45a3,0,0,0,0
Slc45a4,0,0,30,0
Slc46a1,0,0,0,0
Slc46a2,0,0,0,0
Slc46a3,0,0,0,0
Slc47a1,0,0,0,0
Slc47a2,0,0,0,0
Slc48a1,16,303,66,0
Slc4a1,0,0,0,0
Slc4a10,249,750,275,327
Slc4a11,0,0,0,0
Slc4a1ap,353,85,51,1040
Slc4a2,0,0,1,0
Slc4a3,116,187,583,29
Slc4a4,752,785,623,188
Slc4a5,24,0,0,0
Slc4a7,472,354,89,355
Slc4a8,47,251,40,132
Slc4a9,0,0,0,0
Slc50a1,4,354,73,2
Slc51a,0,0,0,0
Slc51b,0,0,0,0
Slc52a2,524,2,0,0
Slc52a3,0,0,0,0
Slc5a1,0,0,0,0
Slc5a10,0,0,0,0
Slc5a11,0,0,0,0
Slc5a12,72,31,3,11
Slc5a2,0,0,0,0
Slc5a3,51,177,77,2
Slc5a4a,0,0,0,0
Slc5a4b,0,0,0,0
Slc5a5,0,0,0,0
Slc5a6,0,0,66,13
Slc5a7,2,0,16,0
Slc5a8,0,0,0,0
Slc5a9,0,0,0,0
Slc6a1,73,663,807,67
Slc6a11,32,0,48,19
Slc6a12,172,0,0,0
Slc6a13,0,0,1,0
Slc6a14,0,0,0,0
Slc6a15,81,87,219,0
Slc6a17,654,618,254,54
Slc6a18,242,172,93,45
Slc6a19,0,0,0,0
Slc6a2,18,28,21,17
Slc6a20a,2,0,0,0
Slc6a20b,39,93,40,20
Slc6a3,1,0,0,0
Slc6a4,0,0,0,0
Slc6a5,0,0,0,0
Slc6a6,266,816,70,358
Slc6a7,1,0,142,0
Slc6a8,0,228,9,4
Slc6a9,6,0,57,84
Slc7a1,242,30,64,4
Slc7a10,9,2,2,4
Slc7a11,204,9,98,11
Slc7a12,0,0,0,0
Slc7a13,4,5,11,13
Slc7a14,1460,1771,1449,908
Slc7a15,0,0,0,0
Slc7a2,761,32,59,779
Slc7a3,0,160,0,1
Slc7a4,739,831,84,16
Slc7a5,393,0,52,0
Slc7a6,644,67,80,0
Slc7a6os,0,37,0,164
Slc7a7,3,0,1,0
Slc7a8,51,4,66,3
Slc7a9,0,0,0,0
Slc8a1,1281,44,328,119
Slc8a2,42,86,46,0
Slc8a3,219,11,7,7
Slc9a1,0,16,14,130
Slc9a2,0,0,0,0
Slc9a3,0,0,0,0
